<span style='font-size: 12px; font-weight: normal; opacity: 0.6;'>Task Type</span>,<span style='visibility: hidden;'>dummy</span>,,,,,,,,,<a id=10 href='https://euroeval.com/tasks/sentiment-classification/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Sentiment classification</a>,<a id=11 href='https://euroeval.com/tasks/named-entity-recognition/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Named entity recognition</a>,<a id=12 href='https://euroeval.com/tasks/linguistic-acceptability/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Linguistic acceptability</a>,<a id=13 href='https://euroeval.com/tasks/reading-comprehension/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Reading comprehension</a>,<span style='visibility: hidden;'>hidden</span>,,,
<a href='https://ollama.com/library/gemma3:27b-it-fp16'>ollama_chat/gemma3:27b-it-fp16</a>,📝,1.57@@1.57,?,?,?,✓,✗,✗,✓,68.43 ± 1.31 / 72.56 ± 1.20@@68.43,81.84 ± 0.99 / 77.90 ± 0.77@@81.84,50.37 ± 1.89 / 74.05 ± 1.26@@50.37,81.50 ± 0.78 / 63.43 ± 1.49@@81.50,15.3.1@@150301,15.3.1@@150301,15.3.1@@150301,15.3.1@@150301
"<a href='https://docs.anthropic.com/en/docs/about-claude'>claude-3-7-sonnet-20250219#thinking (zero-shot, val)</a>",🤔,1.58@@1.58,?,?,200000.0,✓,✗,✗,✓,69.02 ± 1.78 / 71.41 ± 1.69@@69.02,84.28 ± 1.60 / 79.29 ± 2.19@@84.28,52.93 ± 4.64 / 75.50 ± 2.47@@52.93,76.94 ± 1.25 / 56.23 ± 1.75@@76.94,15.9.2.dev0@@150902,15.9.2.dev0@@150902,15.9.2.dev0@@150902,15.9.2.dev0@@150902
<a href='https://hf.co/ibm-granite/granite-4.0-h-small'>ibm-granite/granite-4.0-h-small</a>,📝,1.58@@1.58,32207337984.0,100352.0,131072.0,✓,✗,(✓),✗,68.77 ± 1.33 / 73.07 ± 0.81@@68.77,76.10 ± 1.47 / 71.09 ± 1.38@@76.10,56.06 ± 1.14 / 77.76 ± 0.66@@56.06,83.75 ± 1.36 / 70.05 ± 2.19@@83.75,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800
<a href='https://hf.co/nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-BF16'>nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-BF16#no-thinking</a>,📝,1.58@@1.58,31577937344.0,131072.0,262144.0,✓,✗,✗,✓,67.20 ± 0.91 / 69.15 ± 0.65@@67.20,69.48 ± 1.33 / 63.79 ± 1.63@@69.48,57.95 ± 1.52 / 78.42 ± 1.06@@57.95,92.09 ± 0.48 / 84.09 ± 0.85@@92.09,16.10.0.dev0@@161000,16.10.0.dev0@@161000,16.10.0.dev0@@161000,16.10.0.dev0@@161000
<a href='https://hf.co/01-ai/Yi-1.5-34B'>01-ai/Yi-1.5-34B</a>,🧠,1.58@@1.58,34388917248.0,64000.0,4096.0,✓,✗,(✓),✗,69.38 ± 0.67 / 70.87 ± 1.59@@69.38,72.60 ± 1.57 / 69.16 ± 1.39@@72.60,54.11 ± 3.18 / 76.57 ± 1.61@@54.11,88.19 ± 1.09 / 77.54 ± 2.12@@88.19,15.8.2.dev0@@150802,15.8.2.dev0@@150802,15.8.2.dev0@@150802,15.8.2.dev0@@150802
<a href='https://hf.co/mistralai/Ministral-3-8B-Instruct-2512'>mistralai/Ministral-3-8B-Instruct-2512 (val)</a>,📝,1.59@@1.59,7415529472.0,131072.0,8192.0,✓,✗,(✓),✓,65.40 ± 1.20 / 71.04 ± 0.77@@65.40,75.60 ± 1.04 / 66.89 ± 1.08@@75.60,59.73 ± 1.60 / 79.16 ± 1.00@@59.73,81.94 ± 0.86 / 67.98 ± 1.29@@81.94,17.0.0.dev0@@170000,17.0.0.dev0@@170000,17.0.0.dev0@@170000,17.0.0.dev0@@170000
<a href='https://hf.co/mistralai/Magistral-Small-2509'>mistralai/Magistral-Small-2509</a>,📝,1.59@@1.59,24011361280.0,131072.0,8192.0,✓,✗,(✓),✓,66.79 ± 1.24 / 72.37 ± 0.70@@66.79,77.02 ± 2.10 / 73.21 ± 1.48@@77.02,51.08 ± 2.80 / 75.06 ± 1.47@@51.08,88.59 ± 1.07 / 77.22 ± 2.01@@88.59,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/Qwen/Qwen3-235B-A22B'>Qwen/Qwen3-235B-A22B</a>,🤔,1.60@@1.60,235093634560.0,151936.0,40960.0,✓,✗,✗,✓,67.71 ± 1.11 / 69.64 ± 1.14@@67.71,84.93 ± 1.05 / 73.90 ± 1.45@@84.93,45.83 ± 1.38 / 68.11 ± 1.00@@45.83,84.99 ± 0.62 / 70.82 ± 1.00@@84.99,15.12.0.dev0@@151200,15.12.0.dev0@@151200,15.12.0.dev0@@151200,15.12.0.dev0@@151200
"<a href='https://platform.openai.com/docs/models/gpt-5.4-nano'>openai/gpt-5.4-nano-2026-03-17#medium (zero-shot, val)</a>",🤔,1.60@@1.60,?,?,400000.0,✓,✗,✗,✓,64.03 ± 1.28 / 67.44 ± 0.88@@64.03,76.07 ± 0.87 / 52.75 ± 1.00@@76.07,61.37 ± 1.57 / 79.51 ± 0.86@@61.37,81.21 ± 0.40 / 61.46 ± 0.66@@81.21,17.0.0.dev0@@170000,17.0.0.dev0@@170000,17.0.0.dev0@@170000,17.0.0.dev0@@170000
<a href='https://hf.co/deepcogito/cogito-v1-preview-qwen-14B'>deepcogito/cogito-v1-preview-qwen-14B</a>,📝,1.60@@1.60,14765947904.0,151665.0,131072.0,✓,✗,(✓),✗,69.81 ± 0.75 / 71.35 ± 0.63@@69.81,78.15 ± 0.83 / 72.51 ± 1.03@@78.15,50.95 ± 1.48 / 73.00 ± 1.08@@50.95,83.85 ± 0.52 / 66.55 ± 1.15@@83.85,15.8.1.dev0@@150801,15.8.1.dev0@@150801,15.8.1.dev0@@150801,15.8.1.dev0@@150801
"<a href='https://platform.openai.com/docs/models/gpt-4.1'>gpt-4.1-2025-04-14 (zero-shot, val)</a>",📝,1.61@@1.61,?,?,1047576.0,✓,✗,✗,✓,71.00 ± 1.66 / 73.87 ± 1.55@@71.00,78.93 ± 1.97 / 61.05 ± 2.34@@78.93,50.14 ± 4.47 / 74.12 ± 2.36@@50.14,77.89 ± 0.72 / 49.26 ± 1.20@@77.89,15.6.1.dev0@@150601,15.6.1.dev0@@150601,15.6.1.dev0@@150601,15.6.1.dev0@@150601
<a href='https://hf.co/Qwen/QwQ-32B'>Qwen/QwQ-32B</a>,🤔,1.61@@1.61,32763876352.0,152064.0,40960.0,✓,✗,(✓),✓,70.14 ± 0.43 / 68.32 ± 0.88@@70.14,84.23 ± 0.96 / 75.06 ± 1.76@@84.23,45.75 ± 0.96 / 68.23 ± 0.78@@45.75,81.82 ± 0.60 / 66.71 ± 1.05@@81.82,15.6.1.dev0@@150601,15.6.1.dev0@@150601,15.6.1.dev0@@150601,15.6.1.dev0@@150601
<a href='https://hf.co/mistralai/Mistral-Small-3.1-24B-Instruct-2503'>mistralai/Mistral-Small-3.1-24B-Instruct-2503</a>,📝,1.61@@1.61,24011361280.0,131072.0,?,✓,✗,(✓),✓,67.10 ± 1.52 / 72.91 ± 0.91@@67.10,77.46 ± 1.84 / 74.54 ± 1.38@@77.46,51.54 ± 1.67 / 74.41 ± 1.20@@51.54,85.64 ± 1.09 / 69.08 ± 2.57@@85.64,15.9.1.dev0@@150901,15.9.1.dev0@@150901,15.9.1.dev0@@150901,15.9.1.dev0@@150901
<a href='https://hf.co/Qwen/Qwen3-32B'>Qwen/Qwen3-32B#no-thinking</a>,📝,1.62@@1.62,32762123264.0,151936.0,40960.0,✓,✗,✗,✓,65.74 ± 1.31 / 72.35 ± 0.96@@65.74,74.81 ± 1.03 / 68.59 ± 0.97@@74.81,53.37 ± 1.54 / 74.51 ± 1.14@@53.37,89.16 ± 0.52 / 76.94 ± 0.90@@89.16,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202
<a href='https://platform.openai.com/docs/models/o3-mini'>o3-mini-2025-01-31 (val)</a>,🤔,1.62@@1.62,?,?,200000.0,✓,✗,✗,✓,68.54 ± 2.37 / 72.74 ± 1.83@@68.54,84.79 ± 1.46 / 78.06 ± 1.69@@84.79,46.56 ± 5.58 / 71.55 ± 2.95@@46.56,78.61 ± 0.93 / 57.65 ± 1.05@@78.61,15.0.0.dev0@@150000,15.0.0.dev0@@150000,15.0.0.dev0@@150000,15.0.0.dev0@@150000
<a href='https://hf.co/arcee-ai/Trinity-Mini'>arcee-ai/Trinity-Mini</a>,🤔,1.62@@1.62,?,200192.0,131072.0,✗,✗,(✓),✗,66.29 ± 0.83 / 66.86 ± 1.27@@66.29,74.91 ± 0.84 / 59.69 ± 1.41@@74.91,58.37 ± 1.13 / 78.90 ± 0.62@@58.37,83.21 ± 0.46 / 69.58 ± 0.60@@83.21,16.14.0.dev0@@161400,16.14.0.dev0@@161400,16.14.0.dev0@@161400,16.14.0.dev0@@161400
<a href='https://hf.co/Qwen/Qwen3-30B-A3B'>Qwen/Qwen3-30B-A3B</a>,🤔,1.63@@1.63,30532122624.0,151936.0,40960.0,✓,✗,✗,✓,66.56 ± 1.03 / 70.61 ± 1.00@@66.56,83.77 ± 0.99 / 76.45 ± 0.85@@83.77,45.82 ± 1.50 / 68.54 ± 0.92@@45.82,84.51 ± 0.58 / 69.56 ± 1.06@@84.51,15.8.1@@150801,15.8.1@@150801,15.8.1@@150801,15.8.1@@150801
<a href='https://hf.co/mistralai/Voxtral-Small-24B-2507'>mistralai/Voxtral-Small-24B-2507</a>,📝,1.63@@1.63,24261800960.0,131072.0,8192.0,✓,✗,(✓),✓,66.82 ± 1.45 / 72.68 ± 0.97@@66.82,76.00 ± 1.91 / 73.07 ± 1.35@@76.00,50.32 ± 1.39 / 73.88 ± 0.89@@50.32,87.05 ± 1.42 / 75.19 ± 2.63@@87.05,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/openai/gpt-oss-20b'>openai/gpt-oss-20b#medium</a>,🤔,1.64@@1.64,21511953984.0,201088.0,131072.0,✓,✗,✗,✓,63.72 ± 0.56 / 68.11 ± 0.37@@63.72,80.46 ± 0.70 / 68.46 ± 1.10@@80.46,58.10 ± 1.75 / 77.41 ± 1.02@@58.10,77.83 ± 0.85 / 57.40 ± 1.51@@77.83,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100
"<a href='https://platform.openai.com/docs/models/gpt-5.4-nano'>openai/gpt-5.4-nano-2026-03-17#low (zero-shot, val)</a>",🤔,1.64@@1.64,?,?,400000.0,✓,✗,✗,✓,63.97 ± 1.39 / 68.03 ± 0.94@@63.97,66.13 ± 0.70 / 40.85 ± 0.69@@66.13,66.46 ± 1.68 / 82.51 ± 0.91@@66.46,81.46 ± 0.44 / 60.91 ± 0.68@@81.46,17.0.0.dev0@@170000,17.0.0.dev0@@170000,17.0.0.dev0@@170000,17.0.0.dev0@@170000
<a href='https://hf.co/NovaSky-AI/Sky-T1-32B-Preview'>NovaSky-AI/Sky-T1-32B-Preview</a>,📝,1.65@@1.65,32763876352.0,152064.0,32768.0,✓,✗,(✓),✗,67.74 ± 0.64 / 72.65 ± 0.55@@67.74,77.13 ± 0.98 / 70.65 ± 0.85@@77.13,51.76 ± 2.31 / 72.15 ± 2.15@@51.76,82.09 ± 0.72 / 60.56 ± 1.75@@82.09,15.8.2.dev0@@150802,15.8.2.dev0@@150802,15.8.2.dev0@@150802,15.8.2.dev0@@150802
<a href='https://hf.co/LumiOpen/Llama-Poro-2-70B-Instruct'>LumiOpen/Llama-Poro-2-70B-Instruct</a>,📝,1.65@@1.65,70553706496.0,128256.0,8192.0,✓,✗,(✓),✗,68.52 ± 1.19 / 72.72 ± 1.03@@68.52,73.92 ± 2.14 / 67.83 ± 1.20@@73.92,56.21 ± 1.65 / 77.51 ± 1.18@@56.21,79.10 ± 0.60 / 55.41 ± 1.53@@79.10,15.10.1.dev0@@151001,15.10.1.dev0@@151001,15.10.1.dev0@@151001,15.10.1.dev0@@151001
<a href='https://hf.co/allenai/Olmo-3.1-32B-Think'>allenai/Olmo-3.1-32B-Think</a>,🤔,1.65@@1.65,32233522176.0,100278.0,65536.0,✗,✗,(✓),✓,65.69 ± 1.55 / 71.65 ± 0.95@@65.69,83.37 ± 1.92 / 79.06 ± 1.75@@83.37,47.51 ± 2.52 / 68.54 ± 1.98@@47.51,82.05 ± 0.66 / 65.98 ± 1.08@@82.05,16.14.0.dev0@@161400,16.14.0.dev0@@161400,16.14.0.dev0@@161400,16.14.0.dev0@@161400
"<a href='https://docs.anthropic.com/en/docs/about-claude'>claude-3-7-sonnet-20250219#no-thinking (zero-shot, val)</a>",📝,1.66@@1.66,?,?,200000.0,✓,✗,✗,✓,72.13 ± 1.76 / 76.50 ± 1.60@@72.13,74.59 ± 1.51 / 67.06 ± 1.52@@74.59,51.05 ± 4.29 / 74.34 ± 2.25@@51.05,79.21 ± 0.87 / 56.91 ± 1.39@@79.21,15.13.0.dev0@@151300,15.13.0.dev0@@151300,15.13.0.dev0@@151300,15.13.0.dev0@@151300
"<a href='https://platform.openai.com/docs/models/gpt-5'>gpt-5-2025-08-07#minimal (zero-shot, val)</a>",🤔,1.67@@1.67,?,100256.0,272000.0,✓,✗,✗,✓,68.84 ± 2.25 / 68.95 ± 1.33@@68.84,74.83 ± 2.16 / 59.28 ± 2.24@@74.83,51.67 ± 3.81 / 73.34 ± 1.96@@51.67,81.55 ± 0.68 / 63.06 ± 0.99@@81.55,15.15.0.dev0@@151500,15.15.0.dev0@@151500,15.15.0.dev0@@151500,15.15.0.dev0@@151500
<a href='https://hf.co/google/gemma-3-27b-it'>google/gemma-3-27b-it</a>,📝,1.67@@1.67,27432406640.0,262144.0,8192.0,✓,✗,(✓),✓,69.29 ± 1.07 / 73.08 ± 0.55@@69.29,73.17 ± 1.28 / 69.65 ± 0.94@@73.17,50.74 ± 1.95 / 74.16 ± 1.33@@50.74,81.88 ± 0.88 / 62.66 ± 1.67@@81.88,15.9.1@@150901,15.9.1@@150901,15.9.1@@150901,15.9.1@@150901
<a href='https://hf.co/bullerwins/Magistral-Small-2506-fp8'>bullerwins/Magistral-Small-2506-fp8</a>,🧠,1.67@@1.67,23575680000.0,131072.0,32768.0,✓,✗,(✓),✗,66.41 ± 1.57 / 70.26 ± 1.02@@66.41,75.94 ± 1.75 / 70.98 ± 1.11@@75.94,49.68 ± 1.77 / 73.79 ± 1.11@@49.68,85.40 ± 0.98 / 70.95 ± 1.78@@85.40,15.10.1.dev0@@151001,15.10.1.dev0@@151001,15.10.1.dev0@@151001,15.10.1.dev0@@151001
<a href='https://hf.co/allenai/OLMo-2-0325-32B'>allenai/OLMo-2-0325-32B</a>,🧠,1.67@@1.67,32234279936.0,100352.0,4096.0,✓,✗,(✓),✓,68.79 ± 0.46 / 59.60 ± 0.51@@68.79,60.82 ± 2.95 / 55.09 ± 1.69@@60.82,57.02 ± 2.07 / 78.23 ± 1.04@@57.02,90.77 ± 0.38 / 80.29 ± 0.67@@90.77,15.9.2.dev0@@150902,15.9.2.dev0@@150902,15.9.2.dev0@@150902,15.9.2.dev0@@150902
"<a href='https://ai.google.dev/gemini-api/docs/models#gemini-2.5-pro'>gemini/gemini-2.5-pro (zero-shot, val)</a>",🤔,1.67@@1.67,?,256128.0,1048576.0,✓,✗,✗,✓,65.96 ± 2.97 / 66.93 ± 2.29@@65.96,83.51 ± 1.22 / 72.72 ± 1.25@@83.51,49.43 ± 4.63 / 73.83 ± 2.45@@49.43,78.15 ± 0.96 / 56.09 ± 1.20@@78.15,15.13.0@@151300,15.13.0@@151300,15.13.0@@151300,15.13.0@@151300
<a href='https://hf.co/mistralai/Mistral-Small-3.2-24B-Instruct-2506'>mistralai/Mistral-Small-3.2-24B-Instruct-2506</a>,📝,1.67@@1.67,24011361280.0,131072.0,?,✓,✗,(✓),✓,60.45 ± 0.73 / 67.30 ± 0.58@@60.45,76.50 ± 2.03 / 73.78 ± 1.21@@76.50,53.89 ± 2.52 / 76.02 ± 1.58@@53.89,87.91 ± 1.29 / 75.31 ± 2.71@@87.91,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600
"<a href='https://docs.anthropic.com/en/docs/about-claude'>claude-haiku-4-5-20251001 (zero-shot, val)</a>",🤔,1.68@@1.68,?,?,200000.0,✓,✗,✗,✓,68.38 ± 1.81 / 71.88 ± 1.57@@68.38,78.23 ± 1.67 / 71.52 ± 1.39@@78.23,48.06 ± 4.23 / 72.09 ± 2.28@@48.06,78.91 ± 1.00 / 54.19 ± 1.26@@78.91,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/RekaAI/reka-flash-3'>RekaAI/reka-flash-3</a>,🤔,1.68@@1.68,20905482240.0,100352.0,32768.0,✓,✗,(✓),✗,69.19 ± 0.64 / 69.79 ± 0.70@@69.19,81.67 ± 0.70 / 65.64 ± 1.86@@81.67,45.50 ± 1.56 / 71.17 ± 0.90@@45.50,80.44 ± 0.56 / 64.34 ± 1.00@@80.44,15.9.2@@150902,15.9.2@@150902,15.9.2@@150902,15.9.2@@150902
<a href='https://hf.co/ibm-granite/granite-4.0-micro'>ibm-granite/granite-4.0-micro</a>,📝,1.68@@1.68,3402836480.0,100352.0,131072.0,✓,✗,(✓),✗,67.14 ± 1.40 / 72.74 ± 1.12@@67.14,67.67 ± 1.67 / 59.85 ± 1.21@@67.67,57.08 ± 2.10 / 77.94 ± 1.38@@57.08,84.55 ± 2.28 / 73.96 ± 2.78@@84.55,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800
<a href='https://hf.co/meta-llama/Llama-4-Scout-17B-16E-Instruct'>meta-llama/Llama-4-Scout-17B-16E-Instruct</a>,📝,1.68@@1.68,108641793536.0,200000.0,?,✓,✗,(✓),✓,69.12 ± 1.19 / 72.87 ± 1.15@@69.12,78.63 ± 0.91 / 72.42 ± 1.26@@78.63,48.40 ± 1.82 / 72.81 ± 0.86@@48.40,78.26 ± 0.79 / 51.71 ± 2.13@@78.26,15.13.0@@151300,15.13.0@@151300,15.13.0@@151300,15.13.0@@151300
<a href='https://hf.co/mistralai/Mistral-Small-24B-Instruct-2501'>mistralai/Mistral-Small-24B-Instruct-2501</a>,📝,1.68@@1.68,23572403200.0,131072.0,32768.0,✓,✗,(✓),✓,67.88 ± 0.86 / 72.29 ± 0.70@@67.88,77.61 ± 1.06 / 73.11 ± 1.11@@77.61,44.61 ± 1.43 / 66.48 ± 1.35@@44.61,85.89 ± 0.59 / 70.36 ± 1.45@@85.89,15.0.0@@150000,15.0.0@@150000,15.0.0@@150000,15.0.0@@150000
<a href='https://hf.co/Qwen/Qwen3-Next-80B-A3B-Thinking'>Qwen/Qwen3-Next-80B-A3B-Thinking</a>,🤔,1.69@@1.69,81324862720.0,151936.0,262144.0,✓,✗,✗,✓,69.10 ± 1.07 / 68.23 ± 0.98@@69.10,86.82 ± 0.91 / 78.79 ± 1.68@@86.82,39.31 ± 0.91 / 61.27 ± 0.84@@39.31,80.81 ± 0.33 / 67.68 ± 0.46@@80.81,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/allenai/Olmo-3.1-32B-Instruct'>allenai/Olmo-3.1-32B-Instruct</a>,📝,1.69@@1.69,32233522176.0,100278.0,65536.0,✗,✗,(✓),✓,66.49 ± 1.22 / 72.28 ± 0.73@@66.49,74.09 ± 1.10 / 69.85 ± 0.94@@74.09,60.51 ± 1.67 / 79.59 ± 1.01@@60.51,74.22 ± 7.84 / 59.22 ± 8.87@@74.22,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/speakleash/Bielik-11B-v2.3-Instruct'>speakleash/Bielik-11B-v2.3-Instruct (val)</a>,📝,1.69@@1.69,11168796672.0,32128.0,32768.0,✓,✓,(✓),✓,66.27 ± 1.22 / 73.46 ± 0.80@@66.27,73.30 ± 1.09 / 64.23 ± 1.45@@73.30,53.31 ± 2.10 / 76.17 ± 1.09@@53.31,82.51 ± 0.38 / 65.47 ± 0.76@@82.51,17.0.0.dev0@@170000,17.0.0.dev0@@170000,17.0.0.dev0@@170000,17.0.0.dev0@@170000
"<a href='https://ai.google.dev/gemini-api/docs/models#gemini-2.5-pro-preview-03-25'>gemini/gemini-2.5-pro-preview-03-25 (zero-shot, val)</a>",🤔,1.69@@1.69,?,256128.0,1048576.0,✓,✗,✗,✓,64.26 ± 2.09 / 65.10 ± 1.48@@64.26,82.02 ± 1.19 / 62.05 ± 1.35@@82.02,46.70 ± 5.69 / 72.60 ± 2.91@@46.70,80.85 ± 0.74 / 59.75 ± 1.47@@80.85,15.8.1@@150801,15.8.1@@150801,15.8.1@@150801,15.8.1@@150801
<a href='https://hf.co/allenai/Olmo-3-7B-Think'>allenai/Olmo-3-7B-Think (val)</a>,🤔,1.70@@1.70,7298011136.0,100278.0,65536.0,✗,✗,(✓),✓,65.53 ± 1.62 / 69.82 ± 1.33@@65.53,81.75 ± 0.62 / 70.67 ± 0.64@@81.75,47.27 ± 2.18 / 68.91 ± 1.88@@47.27,79.08 ± 0.44 / 64.47 ± 0.54@@79.08,17.1.0.dev0@@170100,17.1.0.dev0@@170100,17.1.0.dev0@@170100,17.1.0.dev0@@170100
"<a href='https://platform.openai.com/docs/models/o4-mini'>o4-mini-2025-04-16 (zero-shot, val)</a>",🤔,1.70@@1.70,?,?,200000.0,✓,✗,✗,✓,65.04 ± 1.82 / 68.83 ± 1.18@@65.04,79.10 ± 1.58 / 59.69 ± 1.35@@79.10,49.92 ± 3.94 / 72.62 ± 2.09@@49.92,79.28 ± 0.88 / 58.94 ± 1.00@@79.28,15.6.1.dev0@@150601,15.6.1.dev0@@150601,15.6.1.dev0@@150601,15.6.1.dev0@@150601
<a href='https://ollama.com/library/gemma3:27b-it-q4_K_M'>ollama_chat/gemma3:27b-it-q4_K_M (val)</a>,📝,1.70@@1.70,27400000000.0,262144.0,128000.0,✓,✗,✗,✓,67.60 ± 2.28 / 73.28 ± 1.91@@67.60,80.92 ± 1.32 / 78.80 ± 1.81@@80.92,45.72 ± 5.64 / 72.21 ± 2.88@@45.72,80.29 ± 1.49 / 60.44 ± 1.87@@80.29,15.3.0.dev0@@150300,15.3.0.dev0@@150300,15.3.0.dev0@@150300,15.3.0.dev0@@150300
<a href='https://hf.co/Qwen/Qwen3-14B'>Qwen/Qwen3-14B#no-thinking</a>,📝,1.70@@1.70,14768307200.0,151936.0,40960.0,✓,✗,✗,✓,64.49 ± 0.99 / 71.60 ± 0.79@@64.49,74.49 ± 1.25 / 66.72 ± 1.07@@74.49,49.52 ± 1.39 / 71.05 ± 0.86@@49.52,87.26 ± 0.47 / 73.93 ± 0.93@@87.26,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202
<a href='https://hf.co/CohereForAI/aya-expanse-32b'>CohereForAI/aya-expanse-32b</a>,📝,1.70@@1.70,32296476672.0,256000.0,8192.0,✗,✗,(✓),✗,69.07 ± 0.80 / 69.02 ± 0.69@@69.07,76.30 ± 1.03 / 65.73 ± 1.70@@76.30,45.14 ± 1.30 / 71.80 ± 0.68@@45.14,84.60 ± 0.69 / 68.71 ± 1.43@@84.60,15.4.1@@150401,15.4.1.dev0@@150401,15.4.1.dev0@@150401,15.4.1.dev0@@150401
<a href='https://hf.co/google/gemma-3n-E4B-it'>google/gemma-3n-E4B-it</a>,📝,1.71@@1.71,7849978192.0,262400.0,8192.0,✓,✗,(✓),✓,66.42 ± 1.00 / 71.36 ± 0.74@@66.42,76.46 ± 0.78 / 71.68 ± 1.15@@76.46,52.68 ± 1.76 / 75.52 ± 1.16@@52.68,76.36 ± 1.13 / 48.74 ± 2.69@@76.36,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/Qwen/Qwen3-32B'>Qwen/Qwen3-32B</a>,🤔,1.71@@1.71,32762123264.0,151936.0,40960.0,✓,✗,✗,✓,67.34 ± 0.78 / 69.62 ± 0.38@@67.34,80.98 ± 0.70 / 75.70 ± 0.63@@80.98,47.68 ± 1.20 / 69.56 ± 0.71@@47.68,75.91 ± 15.61 / 65.08 ± 14.20@@75.91,15.8.2@@150802,15.8.2@@150802,15.8.2@@150802,15.8.2@@150802
"<a href='https://ai.google.dev/gemini-api/docs/models#gemini-2.5-flash-lite'>gemini/gemini-2.5-flash-lite#thinking (zero-shot, val)</a>",🤔,1.71@@1.71,?,256128.0,1048576.0,✓,✗,✗,✓,66.73 ± 2.18 / 69.42 ± 2.01@@66.73,80.37 ± 0.95 / 60.44 ± 1.18@@80.37,48.08 ± 4.09 / 72.11 ± 2.19@@48.08,76.83 ± 0.98 / 58.51 ± 1.42@@76.83,15.13.0@@151300,15.13.0@@151300,15.13.0@@151300,15.13.0@@151300
<a href='https://hf.co/google/gemma-3-27b-pt'>google/gemma-3-27b-pt</a>,🧠,1.71@@1.71,27432406640.0,262144.0,8192.0,✓,✗,(✓),✓,69.57 ± 0.79 / 68.84 ± 1.87@@69.57,61.80 ± 3.59 / 59.47 ± 2.58@@61.80,57.71 ± 2.58 / 78.38 ± 1.51@@57.71,85.89 ± 1.15 / 71.28 ± 2.39@@85.89,16.5.0.dev0@@160500,15.5.0.dev0@@150500,16.5.0.dev0@@160500,15.5.0.dev0@@150500
"<a href='https://ai.google.dev/gemini-api/docs/models#gemini-2.5-flash-lite-preview-06-17'>gemini/gemini-2.5-flash-lite-preview-06-17#thinking (zero-shot, val)</a>",🤔,1.71@@1.71,?,256128.0,1048576.0,✓,✗,✗,✓,66.73 ± 2.18 / 69.42 ± 2.01@@66.73,80.37 ± 0.95 / 60.44 ± 1.18@@80.37,48.08 ± 4.09 / 72.11 ± 2.19@@48.08,76.83 ± 0.98 / 58.51 ± 1.42@@76.83,15.11.0@@151100,15.11.0@@151100,15.11.0@@151100,15.11.0@@151100
<a href='https://hf.co/Qwen/Qwen3-30B-A3B-Instruct-2507'>Qwen/Qwen3-30B-A3B-Instruct-2507</a>,📝,1.71@@1.71,30532122624.0,151936.0,262144.0,✓,✗,✗,✓,67.33 ± 1.28 / 72.18 ± 1.03@@67.33,74.40 ± 1.40 / 61.48 ± 1.58@@74.40,49.84 ± 1.39 / 74.01 ± 0.97@@49.84,83.24 ± 0.61 / 65.24 ± 0.99@@83.24,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600
<a href='https://hf.co/allenai/Olmo-3-7B-Think'>allenai/Olmo-3-7B-Think</a>,🤔,1.71@@1.71,7298011136.0,100278.0,65536.0,✗,✗,(✓),✓,65.57 ± 0.80 / 67.86 ± 0.88@@65.57,81.40 ± 0.87 / 71.31 ± 1.48@@81.40,45.14 ± 3.24 / 67.95 ± 2.43@@45.14,81.14 ± 0.46 / 66.26 ± 0.63@@81.14,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100
