<span style='font-size: 12px; font-weight: normal; opacity: 0.6;'>Task Type</span>,<span style='visibility: hidden;'>dummy</span>,,,,,,,,,<a id=10 href='https://euroeval.com/tasks/sentiment-classification/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Sentiment classification</a>,<a id=11 href='https://euroeval.com/tasks/named-entity-recognition/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Named entity recognition</a>,<a id=12 href='https://euroeval.com/tasks/linguistic-acceptability/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Linguistic acceptability</a>,<a id=13 href='https://euroeval.com/tasks/reading-comprehension/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Reading comprehension</a>,<span style='visibility: hidden;'>hidden</span>,,,
<a href='https://hf.co/utter-project/EuroLLM-22B-Preview'>utter-project/EuroLLM-22B-Preview</a>,🧠,1.60@@1.60,?,128000.0,4096.0,✓,✗,(✓),✓,76.91 ± 1.79 / 78.61 ± 1.14@@76.91,61.41 ± 1.86 / 45.92 ± 4.12@@61.41,57.30 ± 2.35 / 77.38 ± 1.59@@57.30,75.73 ± 2.02 / 60.09 ± 2.38@@75.73,15.10.1.dev0@@151001,15.10.1.dev0@@151001,15.10.1.dev0@@151001,16.3.0.dev0@@160300
"<a href='https://docs.anthropic.com/en/docs/about-claude'>claude-haiku-4-5-20251001 (zero-shot, val)</a>",🤔,1.60@@1.60,?,?,200000.0,✓,✗,✗,✓,75.87 ± 2.47 / 73.04 ± 2.17@@75.87,58.26 ± 1.60 / 42.04 ± 1.38@@58.26,63.16 ± 2.43 / 81.53 ± 1.21@@63.16,75.20 ± 1.44 / 53.76 ± 1.96@@75.20,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/Qwen/Qwen3-14B'>Qwen/Qwen3-14B#no-thinking</a>,📝,1.61@@1.61,14768307200.0,151936.0,40960.0,✓,✗,✗,✓,79.21 ± 0.46 / 78.14 ± 0.65@@79.21,54.56 ± 2.56 / 39.98 ± 2.98@@54.56,56.94 ± 0.91 / 77.69 ± 0.51@@56.94,80.03 ± 0.67 / 64.09 ± 0.79@@80.03,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.3.0.dev0@@160300
"<a href='https://platform.openai.com/docs/models/gpt-5.4-mini'>openai/gpt-5.4-mini-2026-03-17#none (zero-shot, val)</a>",🤔,1.61@@1.61,?,?,400000.0,✓,✗,✗,✓,77.52 ± 1.34 / 74.40 ± 1.52@@77.52,61.81 ± 0.94 / 37.05 ± 0.81@@61.81,57.48 ± 1.03 / 78.37 ± 0.52@@57.48,74.25 ± 0.42 / 56.37 ± 0.68@@74.25,17.0.0.dev0@@170000,17.0.0.dev0@@170000,17.0.0.dev0@@170000,17.0.0.dev0@@170000
<a href='https://hf.co/nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-FP8'>nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-FP8 (val)</a>,🤔,1.61@@1.61,30491811840.0,131072.0,262144.0,✓,✗,✗,✓,76.78 ± 1.08 / 75.28 ± 1.43@@76.78,74.93 ± 1.93 / 67.82 ± 1.51@@74.93,49.68 ± 2.04 / 73.21 ± 1.14@@49.68,65.74 ± 0.79 / 44.14 ± 0.81@@65.74,17.1.0.dev0@@170100,17.1.0.dev0@@170100,17.1.0.dev0@@170100,17.1.0.dev0@@170100
<a href='https://hf.co/Qwen/Qwen3-30B-A3B-Instruct-2507'>Qwen/Qwen3-30B-A3B-Instruct-2507</a>,📝,1.63@@1.63,30532122624.0,151936.0,262144.0,✓,✗,✗,✓,78.04 ± 1.35 / 77.01 ± 1.67@@78.04,58.32 ± 2.77 / 37.09 ± 3.60@@58.32,53.77 ± 1.08 / 76.74 ± 0.54@@53.77,75.85 ± 0.98 / 57.86 ± 1.12@@75.85,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600,16.3.0.dev0@@160300
<a href='https://hf.co/swiss-ai/Apertus-70B-2509'>swiss-ai/Apertus-70B-2509</a>,🧠,1.64@@1.64,70599864480.0,131072.0,65536.0,✓,✗,(✓),✗,80.46 ± 0.85 / 79.34 ± 0.77@@80.46,52.91 ± 2.11 / 43.01 ± 3.72@@52.91,57.31 ± 3.17 / 77.42 ± 2.16@@57.31,78.24 ± 1.86 / 62.43 ± 2.06@@78.24,16.10.1.dev0@@161001,16.10.1.dev0@@161001,16.10.1.dev0@@161001,16.10.1.dev0@@161001
"<a href='https://ai.google.dev/gemini-api/docs/models#gemini-2.5-flash-lite'>gemini/gemini-2.5-flash-lite#no-thinking (zero-shot, val)</a>",📝,1.64@@1.64,?,256128.0,1048576.0,✓,✗,✗,✓,76.35 ± 2.31 / 72.37 ± 2.03@@76.35,50.34 ± 1.23 / 27.18 ± 1.13@@50.34,69.03 ± 3.00 / 84.42 ± 1.50@@69.03,72.26 ± 1.03 / 51.40 ± 1.65@@72.26,15.13.0@@151300,15.13.0@@151300,15.13.0@@151300,16.3.0.dev0@@160300
<a href='https://hf.co/NbAiLab/borealis-12b-instruct-preview'>NbAiLab/borealis-12b-instruct-preview (val)</a>,📝,1.65@@1.65,13194203760.0,262144.0,8192.0,✓,✗,(✓),✗,80.43 ± 2.95 / 79.35 ± 2.12@@80.43,65.67 ± 3.21 / 49.68 ± 3.79@@65.67,47.69 ± 3.22 / 68.42 ± 3.53@@47.69,71.35 ± 1.73 / 53.41 ± 2.10@@71.35,16.16.1.dev0@@161601,16.16.1.dev0@@161601,16.16.1.dev0@@161601,16.16.1.dev0@@161601
<a href='https://hf.co/NbAiLab/borealis-27b-instruct-preview'>NbAiLab/borealis-27b-instruct-preview (val)</a>,📝,1.65@@1.65,28842036848.0,262144.0,8192.0,✓,✗,(✓),✗,80.08 ± 2.35 / 79.89 ± 1.70@@80.08,67.51 ± 4.07 / 55.83 ± 5.06@@67.51,43.80 ± 4.42 / 63.98 ± 3.51@@43.80,71.27 ± 1.23 / 50.76 ± 1.64@@71.27,16.16.1.dev0@@161601,16.16.1.dev0@@161601,16.16.1.dev0@@161601,16.16.1.dev0@@161601
<a href='https://hf.co/mistralai/Ministral-3-8B-Base-2512'>mistralai/Ministral-3-8B-Base-2512 (val)</a>,🧠,1.66@@1.66,8918026240.0,131072.0,8192.0,✓,✗,(✓),✓,78.86 ± 1.36 / 76.98 ± 1.54@@78.86,63.89 ± 1.68 / 55.16 ± 2.49@@63.89,48.96 ± 2.10 / 71.64 ± 1.20@@48.96,72.24 ± 1.60 / 55.63 ± 2.15@@72.24,17.0.0.dev0@@170000,17.0.0.dev0@@170000,17.0.0.dev0@@170000,17.0.0.dev0@@170000
<a href='https://hf.co/Qwen/Qwen3-4B-Thinking-2507'>Qwen/Qwen3-4B-Thinking-2507</a>,🤔,1.66@@1.66,4022468096.0,151936.0,262144.0,✓,✗,✗,✓,75.92 ± 0.80 / 70.34 ± 2.08@@75.92,75.52 ± 1.06 / 64.49 ± 3.34@@75.52,39.48 ± 1.57 / 63.98 ± 1.35@@39.48,72.67 ± 0.84 / 56.07 ± 1.09@@72.67,16.14.0.dev0@@161400,16.14.0.dev0@@161400,16.14.0.dev0@@161400,16.14.0.dev0@@161400
<a href='https://hf.co/ibm-granite/granite-4.0-h-small'>ibm-granite/granite-4.0-h-small</a>,📝,1.66@@1.66,32207337984.0,100352.0,131072.0,✓,✗,(✓),✗,78.05 ± 0.97 / 73.36 ± 1.27@@78.05,67.36 ± 2.12 / 50.24 ± 5.31@@67.36,41.21 ± 2.13 / 69.56 ± 1.71@@41.21,75.18 ± 1.63 / 59.40 ± 1.82@@75.18,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800
<a href='https://hf.co/openai/gpt-oss-20b'>openai/gpt-oss-20b#low</a>,🤔,1.69@@1.69,21511953984.0,201088.0,131072.0,✓,✗,✗,✓,71.74 ± 3.68 / 72.20 ± 2.02@@71.74,69.46 ± 1.54 / 56.53 ± 2.79@@69.46,49.81 ± 0.67 / 71.43 ± 0.53@@49.81,69.54 ± 0.95 / 50.30 ± 1.02@@69.54,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100
<a href='https://hf.co/Qwen/Qwen3.5-9B-Base'>Qwen/Qwen3.5-9B-Base (val)</a>,🧠,1.70@@1.70,9653100528.0,248044.0,8192.0,✓,✗,(✓),✓,51.53 ± 2.86 / 56.54 ± 2.92@@51.53,73.77 ± 2.25 / 64.24 ± 2.92@@73.77,54.20 ± 2.32 / 75.59 ± 1.35@@54.20,80.96 ± 0.58 / 63.71 ± 0.83@@80.96,17.1.0.dev0@@170100,17.1.0.dev0@@170100,17.1.0.dev0@@170100,17.1.0.dev0@@170100
"<a href='https://platform.openai.com/docs/models/gpt-5.4-nano'>openai/gpt-5.4-nano-2026-03-17#low (zero-shot, val)</a>",🤔,1.72@@1.72,?,?,400000.0,✓,✗,✗,✓,74.37 ± 1.78 / 68.49 ± 1.25@@74.37,59.96 ± 0.91 / 42.86 ± 0.99@@59.96,57.45 ± 2.18 / 78.52 ± 1.08@@57.45,69.00 ± 0.51 / 45.81 ± 0.52@@69.00,17.0.0.dev0@@170000,17.0.0.dev0@@170000,17.0.0.dev0@@170000,17.0.0.dev0@@170000
<a href='https://hf.co/mistralai/Ministral-3-8B-Instruct-2512'>mistralai/Ministral-3-8B-Instruct-2512 (val)</a>,📝,1.72@@1.72,7415529472.0,131072.0,8192.0,✓,✗,(✓),✓,76.00 ± 1.17 / 76.80 ± 1.17@@76.00,61.50 ± 1.53 / 38.98 ± 1.71@@61.50,46.37 ± 1.76 / 71.64 ± 1.09@@46.37,73.52 ± 0.81 / 56.16 ± 1.04@@73.52,17.0.0.dev0@@170000,17.0.0.dev0@@170000,17.0.0.dev0@@170000,17.0.0.dev0@@170000
<a href='https://hf.co/speakleash/Bielik-11B-v2.3-Instruct'>speakleash/Bielik-11B-v2.3-Instruct</a>,📝,1.73@@1.73,11168796672.0,32128.0,32768.0,✓,✓,(✓),✓,79.52 ± 1.06 / 80.08 ± 0.86@@79.52,62.33 ± 1.10 / 40.50 ± 2.83@@62.33,37.09 ± 2.91 / 65.21 ± 3.55@@37.09,79.79 ± 0.75 / 62.60 ± 1.14@@79.79,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100
<a href='https://hf.co/allenai/Olmo-3.1-32B-Instruct-SFT'>allenai/Olmo-3.1-32B-Instruct-SFT</a>,📝,1.74@@1.74,32233522176.0,100278.0,65536.0,✗,✗,(✓),✓,77.79 ± 0.58 / 75.20 ± 1.44@@77.79,62.89 ± 2.68 / 44.96 ± 3.49@@62.89,36.76 ± 1.13 / 67.76 ± 0.72@@36.76,78.34 ± 0.94 / 63.19 ± 1.26@@78.34,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/Qwen/Qwen3-Next-80B-A3B-Thinking'>Qwen/Qwen3-Next-80B-A3B-Thinking</a>,🤔,1.75@@1.75,81324862720.0,151936.0,262144.0,✓,✗,✗,✓,75.96 ± 0.76 / 74.08 ± 1.35@@75.96,74.18 ± 1.66 / 60.33 ± 3.75@@74.18,35.75 ± 0.98 / 60.24 ± 0.57@@35.75,69.03 ± 0.29 / 54.08 ± 0.53@@69.03,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-BF16'>nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-BF16#no-thinking</a>,📝,1.75@@1.75,31577937344.0,131072.0,262144.0,✓,✗,✗,✓,73.88 ± 1.93 / 76.43 ± 1.23@@73.88,60.31 ± 2.40 / 45.05 ± 4.23@@60.31,44.32 ± 2.69 / 68.47 ± 2.69@@44.32,79.38 ± 0.85 / 64.20 ± 1.07@@79.38,16.10.0.dev0@@161000,16.10.0.dev0@@161000,16.10.0.dev0@@161000,16.10.0.dev0@@161000
<a href='https://hf.co/utter-project/EuroLLM-22B-Instruct-Preview'>utter-project/EuroLLM-22B-Instruct-Preview</a>,📝,1.76@@1.76,22637328384.0,128000.0,4096.0,✓,✗,(✓),✓,78.32 ± 0.95 / 78.80 ± 0.78@@78.32,48.86 ± 3.01 / 29.40 ± 1.92@@48.86,52.67 ± 4.52 / 72.71 ± 4.18@@52.67,75.11 ± 0.73 / 58.27 ± 0.77@@75.11,15.10.1.dev0@@151001,15.10.1.dev0@@151001,15.10.1.dev0@@151001,16.3.0.dev0@@160300
<a href='https://hf.co/speakleash/Bielik-11B-v2.3-Instruct'>speakleash/Bielik-11B-v2.3-Instruct (val)</a>,📝,1.77@@1.77,11168796672.0,32128.0,32768.0,✓,✓,(✓),✓,77.37 ± 1.14 / 78.52 ± 1.07@@77.37,61.34 ± 1.46 / 43.55 ± 1.48@@61.34,39.00 ± 1.79 / 66.37 ± 1.55@@39.00,76.51 ± 0.53 / 57.79 ± 1.01@@76.51,17.0.0.dev0@@170000,17.0.0.dev0@@170000,17.0.0.dev0@@170000,17.0.0.dev0@@170000
<a href='https://hf.co/google/gemma-3n-E4B-it'>google/gemma-3n-E4B-it</a>,📝,1.77@@1.77,7849978192.0,262400.0,8192.0,✓,✗,(✓),✓,77.87 ± 0.85 / 78.25 ± 0.86@@77.87,55.57 ± 2.28 / 39.51 ± 3.51@@55.57,48.73 ± 2.95 / 71.42 ± 2.95@@48.73,73.52 ± 0.95 / 48.84 ± 2.09@@73.52,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/openai/gpt-oss-20b'>openai/gpt-oss-20b#high</a>,🤔,1.78@@1.78,21511953984.0,201088.0,131072.0,✓,✗,✗,✓,75.75 ± 0.70 / 70.59 ± 1.23@@75.75,62.26 ± 2.07 / 52.13 ± 1.93@@62.26,45.40 ± 3.38 / 72.50 ± 1.94@@45.40,68.47 ± 0.45 / 52.93 ± 0.59@@68.47,16.12.0.dev0@@161200,16.12.0.dev0@@161200,16.12.0.dev0@@161200,16.12.0.dev0@@161200
<a href='https://hf.co/FacebookAI/xlm-roberta-large'>FacebookAI/xlm-roberta-large</a>,🔍,1.79@@1.79,561192082.0,250002.0,512.0,✓,✗,(✓),✓,75.22 ± 0.99 / 70.21 ± 2.77@@75.22,80.53 ± 1.12 / 77.96 ± 1.00@@80.53,57.46 ± 17.40 / 75.41 ± 12.19@@57.46,34.35 ± 1.37 / 26.80 ± 1.26@@34.35,15.9.2.dev0@@150902,15.9.2.dev0@@150902,15.9.2.dev0@@150902,16.3.0.dev0@@160300
<a href='https://hf.co/google/gemma-4-E4B-it'>google/gemma-4-E4B-it (val)</a>,📝,1.79@@1.79,7996157418.0,262144.0,8192.0,✓,✗,(✓),✓,76.37 ± 1.80 / 77.63 ± 1.43@@76.37,59.07 ± 0.91 / 46.75 ± 1.31@@59.07,40.73 ± 2.06 / 69.89 ± 1.08@@40.73,74.85 ± 0.73 / 49.72 ± 1.22@@74.85,17.1.0.dev0@@170100,17.1.0.dev0@@170100,17.1.0.dev0@@170100,17.1.0.dev0@@170100
<a href='https://hf.co/allenai/Olmo-3.1-32B-Think'>allenai/Olmo-3.1-32B-Think (val)</a>,🤔,1.80@@1.80,32233522176.0,100278.0,65536.0,✗,✗,(✓),✓,76.59 ± 1.53 / 77.31 ± 1.45@@76.59,75.36 ± 1.26 / 69.72 ± 1.49@@75.36,23.84 ± 3.28 / 50.27 ± 2.44@@23.84,71.99 ± 0.70 / 52.51 ± 0.82@@71.99,17.1.0.dev0@@170100,17.1.0.dev0@@170100,17.1.0.dev0@@170100,17.1.0.dev0@@170100
<a href='https://hf.co/Qwen/Qwen3-8B'>Qwen/Qwen3-8B#no-thinking</a>,📝,1.80@@1.80,8190735360.0,151936.0,40960.0,✓,✗,✗,✓,77.72 ± 0.85 / 76.10 ± 0.87@@77.72,55.40 ± 2.18 / 44.61 ± 2.93@@55.40,45.11 ± 1.71 / 70.27 ± 1.27@@45.11,76.16 ± 1.18 / 59.15 ± 1.99@@76.16,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.3.0.dev0@@160300
<a href='https://hf.co/Qwen/Qwen3.5-9B'>Qwen/Qwen3.5-9B (val)</a>,🤔,1.81@@1.81,9653100528.0,248044.0,8192.0,✓,✗,(✓),✓,80.13 ± 1.38 / 77.65 ± 1.43@@80.13,63.78 ± 2.12 / 61.33 ± 2.46@@63.78,54.49 ± 2.43 / 76.65 ± 1.26@@54.49,49.83 ± 1.04 / 40.12 ± 1.27@@49.83,17.1.0.dev0@@170100,17.1.0.dev0@@170100,17.1.0.dev0@@170100,17.1.0.dev0@@170100
<a href='https://hf.co/allenai/Olmo-3.1-32B-Instruct-DPO'>allenai/Olmo-3.1-32B-Instruct-DPO</a>,📝,1.81@@1.81,32233522176.0,100278.0,65536.0,✗,✗,(✓),✓,78.52 ± 0.62 / 78.27 ± 1.01@@78.52,56.23 ± 2.35 / 38.41 ± 2.62@@56.23,37.83 ± 1.18 / 68.56 ± 0.66@@37.83,78.05 ± 0.72 / 60.73 ± 0.78@@78.05,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/swiss-ai/Apertus-70B-Instruct-2509'>swiss-ai/Apertus-70B-Instruct-2509</a>,📝,1.81@@1.81,70599864480.0,131072.0,65536.0,✗,✗,(✓),✗,79.32 ± 0.84 / 78.13 ± 0.85@@79.32,47.21 ± 2.55 / 21.54 ± 1.70@@47.21,50.55 ± 3.40 / 70.50 ± 2.85@@50.55,74.86 ± 0.61 / 57.51 ± 0.83@@74.86,16.0.0.dev0@@160000,16.0.0.dev0@@160000,16.0.0.dev0@@160000,16.3.0.dev0@@160300
<a href='https://hf.co/mistralai/Ministral-3-14B-Instruct-2512'>mistralai/Ministral-3-14B-Instruct-2512 (val)</a>,📝,1.82@@1.82,12163481600.0,131072.0,8192.0,✓,✗,(✓),✓,77.59 ± 0.99 / 77.95 ± 1.00@@77.59,51.18 ± 1.18 / 34.14 ± 1.07@@51.18,45.47 ± 3.54 / 67.00 ± 3.31@@45.47,75.41 ± 0.84 / 57.97 ± 0.96@@75.41,17.0.0.dev0@@170000,17.0.0.dev0@@170000,17.0.0.dev0@@170000,17.0.0.dev0@@170000
<a href='https://hf.co/vesteinn/ScandiBERT-no-faroese'>vesteinn/ScandiBERT-no-faroese</a>,🔍,1.84@@1.84,124498007.0,50005.0,514.0,✓,✗,(✓),✓,70.44 ± 1.65 / 65.47 ± 4.14@@70.44,78.86 ± 0.88 / 76.96 ± 1.18@@78.86,67.67 ± 3.36 / 82.69 ± 2.14@@67.67,26.27 ± 1.33 / 19.95 ± 1.06@@26.27,15.8.2@@150802,15.8.2@@150802,15.8.2@@150802,16.3.0.dev0@@160300
<a href='https://hf.co/mistralai/Ministral-3-3B-Base-2512'>mistralai/Ministral-3-3B-Base-2512</a>,🧠,1.85@@1.85,4251743232.0,131072.0,8192.0,✓,✗,(✓),✓,77.53 ± 0.82 / 74.20 ± 1.02@@77.53,55.49 ± 1.69 / 45.70 ± 4.06@@55.49,38.65 ± 5.09 / 63.73 ± 5.78@@38.65,75.37 ± 2.45 / 59.71 ± 3.16@@75.37,16.12.0.dev0@@161200,16.12.0.dev0@@161200,16.12.0.dev0@@161200,16.12.0.dev0@@161200
<a href='https://hf.co/mii-llm/nesso-4B'>mii-llm/nesso-4B</a>,📝,1.86@@1.86,4022468096.0,151936.0,262144.0,✗,✗,(✓),✗,76.28 ± 1.00 / 72.96 ± 1.22@@76.28,55.45 ± 2.32 / 44.16 ± 3.79@@55.45,38.17 ± 1.75 / 68.54 ± 1.06@@38.17,76.16 ± 1.13 / 59.05 ± 1.12@@76.16,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100
<a href='https://hf.co/allenai/Olmo-3.1-32B-Instruct'>allenai/Olmo-3.1-32B-Instruct</a>,📝,1.86@@1.86,32233522176.0,100278.0,65536.0,✗,✗,(✓),✓,77.59 ± 0.46 / 77.50 ± 0.87@@77.59,56.03 ± 2.31 / 38.84 ± 2.53@@56.03,35.17 ± 1.08 / 66.79 ± 0.63@@35.17,75.94 ± 1.66 / 58.57 ± 1.98@@75.94,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/vesteinn/FoBERT'>vesteinn/FoBERT</a>,🔍,1.86@@1.86,124498007.0,50005.0,514.0,✓,✗,(✓),✓,71.53 ± 1.58 / 66.25 ± 3.61@@71.53,78.08 ± 1.33 / 76.12 ± 0.99@@78.08,64.58 ± 2.28 / 80.93 ± 1.62@@64.58,24.59 ± 2.19 / 19.16 ± 1.61@@24.59,15.8.2@@150802,15.8.2@@150802,15.8.2@@150802,16.3.0.dev0@@160300
<a href='https://hf.co/nvidia/NVIDIA-Nemotron-Nano-9B-v2'>nvidia/NVIDIA-Nemotron-Nano-9B-v2</a>,🤔,1.88@@1.88,8888227328.0,131072.0,131072.0,✓,✗,✗,✓,75.43 ± 0.74 / 71.53 ± 1.06@@75.43,50.93 ± 1.69 / 32.97 ± 1.86@@50.93,48.14 ± 1.35 / 74.04 ± 0.68@@48.14,72.33 ± 0.79 / 57.02 ± 0.96@@72.33,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/Unbabel/Tower-Plus-9B'>Unbabel/Tower-Plus-9B (val)</a>,📝,1.88@@1.88,9241705984.0,256000.0,8192.0,✗,✗,(✓),✗,76.86 ± 2.30 / 76.12 ± 2.46@@76.86,41.13 ± 2.43 / 33.24 ± 1.71@@41.13,54.05 ± 4.36 / 73.51 ± 3.58@@54.05,74.36 ± 1.16 / 54.14 ± 1.12@@74.36,16.16.1.dev0@@161601,16.16.1.dev0@@161601,16.16.1.dev0@@161601,16.16.1.dev0@@161601
<a href='https://hf.co/nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-Base-BF16'>nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-Base-BF16 (val)</a>,🧠,1.88@@1.88,31577937344.0,131072.0,262144.0,✓,✗,✗,✓,76.66 ± 1.13 / 75.77 ± 1.09@@76.66,49.44 ± 1.65 / 36.75 ± 1.26@@49.44,38.96 ± 1.71 / 60.90 ± 1.64@@38.96,80.58 ± 0.69 / 65.25 ± 1.15@@80.58,17.1.0.dev0@@170100,17.1.0.dev0@@170100,17.1.0.dev0@@170100,17.1.0.dev0@@170100
<a href='https://hf.co/mistralai/Ministral-3-3B-Base-2512'>mistralai/Ministral-3-3B-Base-2512 (val)</a>,🧠,1.89@@1.89,3849090048.0,131072.0,8192.0,✓,✗,(✓),✓,76.68 ± 1.06 / 74.09 ± 1.23@@76.68,54.86 ± 2.05 / 48.40 ± 2.81@@54.86,36.71 ± 2.74 / 62.61 ± 2.69@@36.71,74.39 ± 1.75 / 57.73 ± 2.30@@74.39,17.0.0.dev0@@170000,17.0.0.dev0@@170000,17.0.0.dev0@@170000,17.0.0.dev0@@170000
<a href='https://hf.co/Qwen/Qwen3-4B'>Qwen/Qwen3-4B#no-thinking</a>,📝,1.89@@1.89,4022468096.0,151936.0,40960.0,✓,✗,✗,✓,76.38 ± 1.11 / 75.85 ± 1.48@@76.38,50.89 ± 2.51 / 34.25 ± 3.19@@50.89,43.52 ± 1.39 / 71.59 ± 0.66@@43.52,73.18 ± 1.00 / 56.74 ± 1.37@@73.18,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.3.0.dev0@@160300
<a href='https://hf.co/utter-project/EuroLLM-22B-Instruct-2512'>utter-project/EuroLLM-22B-Instruct-2512</a>,📝,1.92@@1.92,22637328384.0,128000.0,32768.0,✓,✗,(✓),✓,78.58 ± 0.63 / 74.43 ± 1.35@@78.58,57.07 ± 1.77 / 30.14 ± 1.95@@57.07,61.85 ± 2.57 / 80.25 ± 1.93@@61.85,39.84 ± 2.98 / 20.39 ± 2.61@@39.84,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800
<a href='https://hf.co/BSC-LT/ALIA-40b'>BSC-LT/ALIA-40b</a>,🧠,1.92@@1.92,40433885184.0,256000.0,32768.0,✓,✗,(✓),✓,53.78 ± 7.60 / 58.75 ± 7.84@@53.78,62.87 ± 1.85 / 55.08 ± 3.24@@62.87,47.71 ± 3.11 / 69.64 ± 3.75@@47.71,74.57 ± 1.58 / 58.85 ± 1.61@@74.57,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800
<a href='https://hf.co/setu4993/LaBSE'>setu4993/LaBSE</a>,🔍,1.92@@1.92,470927360.0,501153.0,512.0,✓,✗,(✓),✗,72.04 ± 1.69 / 69.16 ± 2.36@@72.04,75.40 ± 2.35 / 73.56 ± 2.00@@75.40,55.28 ± 2.33 / 76.79 ± 1.79@@55.28,29.59 ± 1.78 / 23.50 ± 1.68@@29.59,15.9.2.dev0@@150902,15.9.2.dev0@@150902,15.9.2.dev0@@150902,16.3.0.dev0@@160300
<a href='https://hf.co/intfloat/multilingual-e5-large'>intfloat/multilingual-e5-large</a>,🔍,1.93@@1.93,559890946.0,250002.0,512.0,✓,✗,(✓),✗,78.73 ± 0.76 / 77.61 ± 1.32@@78.73,76.54 ± 1.46 / 74.96 ± 1.12@@76.54,43.77 ± 13.40 / 69.70 ± 8.36@@43.77,34.17 ± 1.34 / 26.46 ± 1.71@@34.17,15.9.2.dev0@@150902,15.9.2.dev0@@150902,15.9.2.dev0@@150902,16.3.0.dev0@@160300
<a href='https://hf.co/google/gemma-4-31B'>google/gemma-4-31B (val)</a>,🧠,1.93@@1.93,31273088876.0,262144.0,8192.0,✓,✗,(✓),✓,66.65 ± 1.78 / 70.66 ± 1.08@@66.65,59.60 ± 2.32 / 49.35 ± 1.56@@59.60,41.39 ± 3.48 / 69.98 ± 1.97@@41.39,69.56 ± 1.39 / 49.14 ± 1.69@@69.56,17.1.0.dev0@@170100,17.1.0.dev0@@170100,17.1.0.dev0@@170100,17.1.0.dev0@@170100
<a href='https://hf.co/utter-project/EuroLLM-9B'>utter-project/EuroLLM-9B</a>,🧠,1.94@@1.94,9152319488.0,128000.0,4096.0,✓,✗,(✓),✓,75.70 ± 1.96 / 78.00 ± 1.51@@75.70,51.85 ± 2.03 / 33.25 ± 3.75@@51.85,36.34 ± 4.21 / 60.20 ± 4.85@@36.34,73.62 ± 1.17 / 56.66 ± 1.69@@73.62,15.0.0@@150000,15.0.0@@150000,15.0.0@@150000,16.3.0.dev0@@160300
<a href='https://hf.co/allenai/Llama-3.1-Tulu-3-8B-SFT'>allenai/Llama-3.1-Tulu-3-8B-SFT</a>,📝,1.96@@1.96,8030326784.0,128264.0,131072.0,✓,✗,(✓),✓,79.56 ± 0.53 / 75.60 ± 0.79@@79.56,56.69 ± 2.27 / 43.46 ± 2.86@@56.69,21.70 ± 1.65 / 47.95 ± 2.36@@21.70,77.41 ± 1.61 / 61.00 ± 1.32@@77.41,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
