<span style='font-size: 12px; font-weight: normal; opacity: 0.6;'>Task Type</span>,<span style='visibility: hidden;'>dummy</span>,,,,,,,,,<a id=10 href='https://euroeval.com/tasks/sentiment-classification/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Sentiment classification</a>,<a id=11 href='https://euroeval.com/tasks/named-entity-recognition/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Named entity recognition</a>,<a id=12 href='https://euroeval.com/tasks/linguistic-acceptability/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Linguistic acceptability</a>,<a id=13 href='https://euroeval.com/tasks/reading-comprehension/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Reading comprehension</a>,<span style='visibility: hidden;'>hidden</span>,,,
<a href='https://hf.co/nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-BF16'>nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-BF16 (val)</a>,🤔,1.58@@1.58,31577934400.0,131072.0,262144.0,✓,✗,✗,✓,57.14 ± 1.34 / 71.44 ± 0.89@@57.14,67.34 ± 0.64 / 57.62 ± 1.19@@67.34,46.66 ± 2.11 / 72.52 ± 0.98@@46.66,69.58 ± 0.52 / 52.40 ± 0.54@@69.58,17.1.0.dev0@@170100,17.1.0.dev0@@170100,17.1.0.dev0@@170100,17.1.0.dev0@@170100
<a href='https://hf.co/Qwen/Qwen3-14B'>Qwen/Qwen3-14B#no-thinking</a>,📝,1.58@@1.58,14768307200.0,151936.0,40960.0,✓,✗,✗,✓,55.22 ± 1.49 / 70.54 ± 1.07@@55.22,56.38 ± 2.24 / 39.31 ± 3.17@@56.38,52.34 ± 1.67 / 74.01 ± 1.01@@52.34,82.01 ± 0.95 / 65.02 ± 1.24@@82.01,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.3.0.dev0@@160300
<a href='https://hf.co/NbAiLab/borealis-27b-instruct-preview'>NbAiLab/borealis-27b-instruct-preview (val)</a>,📝,1.60@@1.60,28842036848.0,262144.0,8192.0,✓,✗,(✓),✗,59.53 ± 1.87 / 71.99 ± 1.34@@59.53,62.58 ± 2.38 / 51.43 ± 4.78@@62.58,42.21 ± 4.34 / 63.58 ± 4.32@@42.21,75.60 ± 1.85 / 58.41 ± 2.59@@75.60,16.16.1.dev0@@161601,16.16.1.dev0@@161601,16.16.1.dev0@@161601,16.16.1.dev0@@161601
"<a href='https://platform.openai.com/docs/models/gpt-5.4-nano'>openai/gpt-5.4-nano-2026-03-17#high (zero-shot, val)</a>",🤔,1.62@@1.62,?,?,400000.0,✓,✗,✗,✓,49.56 ± 0.86 / 62.97 ± 0.62@@49.56,60.43 ± 0.76 / 44.45 ± 1.20@@60.43,61.42 ± 1.44 / 79.41 ± 0.77@@61.42,71.83 ± 0.49 / 52.56 ± 0.85@@71.83,17.0.0.dev0@@170000,17.0.0.dev0@@170000,17.0.0.dev0@@170000,17.0.0.dev0@@170000
<a href='https://hf.co/nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-FP8'>nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-FP8 (val)</a>,🤔,1.63@@1.63,30491811840.0,131072.0,262144.0,✓,✗,✗,✓,55.34 ± 1.27 / 70.21 ± 0.88@@55.34,65.89 ± 1.22 / 56.05 ± 1.32@@65.89,47.95 ± 1.93 / 72.15 ± 1.02@@47.95,69.11 ± 0.54 / 51.53 ± 0.54@@69.11,17.1.0.dev0@@170100,17.1.0.dev0@@170100,17.1.0.dev0@@170100,17.1.0.dev0@@170100
"<a href='https://www.ordbogen.ai/docs/models/odin-medium'>ordbogen/odin-medium (zero-shot, val)</a>",🤔,1.63@@1.63,?,?,131072.0,✓,✗,✗,✓,52.70 ± 1.52 / 66.04 ± 1.02@@52.70,64.65 ± 1.32 / 51.45 ± 2.09@@64.65,53.98 ± 3.73 / 74.36 ± 2.18@@53.98,69.69 ± 1.08 / 53.17 ± 1.19@@69.69,16.10.1.dev0@@161001,16.10.1.dev0@@161001,16.10.1.dev0@@161001,16.10.1.dev0@@161001
<a href='https://hf.co/NbAiLab/borealis-12b-instruct-preview'>NbAiLab/borealis-12b-instruct-preview (val)</a>,📝,1.64@@1.64,13194203760.0,262144.0,8192.0,✓,✗,(✓),✗,56.30 ± 2.09 / 69.88 ± 1.55@@56.30,60.83 ± 1.69 / 44.39 ± 2.79@@60.83,45.91 ± 4.60 / 70.65 ± 3.19@@45.91,74.60 ± 2.49 / 56.65 ± 3.31@@74.60,16.16.1.dev0@@161601,16.16.1.dev0@@161601,16.16.1.dev0@@161601,16.16.1.dev0@@161601
<a href='https://hf.co/google/gemma-3n-E4B-it'>google/gemma-3n-E4B-it</a>,📝,1.64@@1.64,7849978192.0,262400.0,8192.0,✓,✗,(✓),✓,55.41 ± 1.98 / 70.30 ± 1.55@@55.41,61.33 ± 1.52 / 38.40 ± 2.76@@61.33,47.41 ± 2.05 / 69.86 ± 2.17@@47.41,72.75 ± 1.69 / 46.88 ± 3.17@@72.75,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/AI-Sweden-Models/roberta-large-1160k'>AI-Sweden-Models/roberta-large-1160k</a>,🔍,1.65@@1.65,355412057.0,50265.0,512.0,✓,✗,(✓),✗,49.61 ± 2.64 / 65.14 ± 2.83@@49.61,70.40 ± 2.55 / 67.41 ± 2.07@@70.40,71.53 ± 1.52 / 85.01 ± 1.21@@71.53,40.23 ± 1.17 / 33.77 ± 1.47@@40.23,15.9.2@@150902,15.9.2@@150902,15.9.2@@150902,16.3.0.dev0@@160300
<a href='https://hf.co/Qwen/Qwen3-30B-A3B-Instruct-2507'>Qwen/Qwen3-30B-A3B-Instruct-2507</a>,📝,1.65@@1.65,30532122624.0,151936.0,262144.0,✓,✗,✗,✓,56.21 ± 1.14 / 70.61 ± 0.65@@56.21,55.57 ± 2.68 / 33.29 ± 1.97@@55.57,50.78 ± 1.58 / 75.01 ± 0.78@@50.78,76.97 ± 1.00 / 56.71 ± 0.76@@76.97,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600,16.3.0.dev0@@160300
"<a href='https://platform.openai.com/docs/models/gpt-5.4-nano'>openai/gpt-5.4-nano-2026-03-17#low (zero-shot, val)</a>",🤔,1.65@@1.65,?,?,400000.0,✓,✗,✗,✓,50.71 ± 0.84 / 64.13 ± 0.68@@50.71,56.05 ± 0.76 / 41.04 ± 0.89@@56.05,58.89 ± 1.60 / 78.50 ± 0.83@@58.89,75.26 ± 0.67 / 55.46 ± 0.92@@75.26,17.0.0.dev0@@170000,17.0.0.dev0@@170000,17.0.0.dev0@@170000,17.0.0.dev0@@170000
<a href='https://hf.co/openai/gpt-oss-20b'>openai/gpt-oss-20b#medium</a>,🤔,1.65@@1.65,21511953984.0,201088.0,131072.0,✓,✗,✗,✓,53.69 ± 1.31 / 69.20 ± 0.85@@53.69,64.19 ± 1.62 / 46.49 ± 1.41@@64.19,47.02 ± 0.88 / 71.80 ± 0.67@@47.02,71.08 ± 1.03 / 50.08 ± 1.05@@71.08,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100
<a href='https://hf.co/mistralai/Ministral-3-14B-Base-2512'>mistralai/Ministral-3-14B-Base-2512 (val)</a>,🧠,1.65@@1.65,13945031680.0,131072.0,8192.0,✓,✗,(✓),✓,52.88 ± 1.26 / 67.77 ± 1.01@@52.88,60.36 ± 1.01 / 51.20 ± 0.95@@60.36,43.56 ± 2.85 / 70.47 ± 1.68@@43.56,82.94 ± 0.83 / 70.54 ± 0.95@@82.94,17.0.0.dev0@@170000,17.0.0.dev0@@170000,17.0.0.dev0@@170000,17.0.0.dev0@@170000
<a href='https://hf.co/mistralai/Ministral-3-14B-Reasoning-2512'>mistralai/Ministral-3-14B-Reasoning-2512 (val)</a>,📝,1.66@@1.66,13945031680.0,131072.0,8192.0,✓,✗,(✓),✓,52.79 ± 1.00 / 67.47 ± 0.66@@52.79,57.64 ± 0.80 / 47.48 ± 1.43@@57.64,47.06 ± 1.94 / 72.66 ± 1.01@@47.06,80.83 ± 1.02 / 67.51 ± 1.27@@80.83,17.0.0.dev0@@170000,17.0.0.dev0@@170000,17.0.0.dev0@@170000,17.0.0.dev0@@170000
<a href='https://hf.co/zai-org/GLM-4.7-Flash'>zai-org/GLM-4.7-Flash (val)</a>,🤔,1.66@@1.66,31221485568.0,154880.0,202752.0,✓,✗,✗,✓,58.48 ± 1.22 / 71.16 ± 0.86@@58.48,64.61 ± 0.90 / 48.69 ± 1.48@@64.61,38.63 ± 2.39 / 67.84 ± 1.24@@38.63,73.58 ± 0.49 / 55.18 ± 0.55@@73.58,17.1.0.dev0@@170100,17.1.0.dev0@@170100,17.1.0.dev0@@170100,17.1.0.dev0@@170100
<a href='https://hf.co/Qwen/Qwen3-4B-Thinking-2507'>Qwen/Qwen3-4B-Thinking-2507</a>,🤔,1.68@@1.68,4022468096.0,151936.0,262144.0,✓,✗,✗,✓,52.09 ± 1.54 / 65.77 ± 1.27@@52.09,68.78 ± 2.00 / 50.09 ± 2.02@@68.78,36.33 ± 2.16 / 63.76 ± 2.10@@36.33,74.52 ± 1.02 / 56.60 ± 1.16@@74.52,16.14.0.dev0@@161400,16.14.0.dev0@@161400,16.14.0.dev0@@161400,16.14.0.dev0@@161400
<a href='https://hf.co/google/gemma-3-12b-pt'>google/gemma-3-12b-pt</a>,🧠,1.68@@1.68,12187325040.0,262144.0,8192.0,✓,✗,(✓),✓,52.97 ± 1.46 / 68.16 ± 1.25@@52.97,52.50 ± 1.99 / 39.05 ± 2.94@@52.50,55.08 ± 3.08 / 75.47 ± 2.69@@55.08,78.07 ± 1.49 / 63.27 ± 1.62@@78.07,16.5.0.dev0@@160500,15.5.0@@150500,16.5.0.dev0@@160500,16.3.0.dev0@@160300
"<a href='https://platform.openai.com/docs/models/gpt-5.4-nano'>openai/gpt-5.4-nano-2026-03-17#medium (zero-shot, val)</a>",🤔,1.68@@1.68,?,?,400000.0,✓,✗,✗,✓,51.26 ± 1.35 / 64.77 ± 0.97@@51.26,55.97 ± 0.96 / 42.84 ± 1.28@@55.97,58.54 ± 1.35 / 77.91 ± 0.69@@58.54,71.35 ± 0.63 / 50.72 ± 0.79@@71.35,17.0.0.dev0@@170000,17.0.0.dev0@@170000,17.0.0.dev0@@170000,17.0.0.dev0@@170000
<a href='https://hf.co/swiss-ai/Apertus-70B-2509'>swiss-ai/Apertus-70B-2509</a>,🧠,1.69@@1.69,70599864480.0,131072.0,65536.0,✓,✗,(✓),✗,54.83 ± 2.43 / 69.27 ± 2.14@@54.83,49.26 ± 2.21 / 37.72 ± 3.63@@49.26,54.66 ± 3.57 / 76.04 ± 2.21@@54.66,79.56 ± 1.37 / 64.59 ± 1.63@@79.56,16.10.1.dev0@@161001,16.10.1.dev0@@161001,16.10.1.dev0@@161001,16.10.1.dev0@@161001
<a href='https://hf.co/swiss-ai/Apertus-70B-Instruct-2509'>swiss-ai/Apertus-70B-Instruct-2509</a>,📝,1.72@@1.72,70599864480.0,131072.0,65536.0,✗,✗,(✓),✗,55.44 ± 1.35 / 70.10 ± 0.85@@55.44,50.03 ± 1.83 / 26.96 ± 1.93@@50.03,53.91 ± 1.54 / 74.74 ± 1.48@@53.91,74.58 ± 0.97 / 55.14 ± 0.73@@74.58,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600,16.3.0.dev0@@160300
<a href='https://hf.co/KennethEnevoldsen/dfm-sentence-encoder-large'>KennethEnevoldsen/dfm-sentence-encoder-large</a>,🔍,1.73@@1.73,407389520.0,50000.0,512.0,✓,✗,(✓),✗,53.20 ± 1.53 / 68.53 ± 1.09@@53.20,70.83 ± 1.47 / 66.86 ± 1.18@@70.83,65.06 ± 7.64 / 80.52 ± 4.97@@65.06,35.36 ± 1.91 / 28.58 ± 1.99@@35.36,15.3.1.dev0@@150301,15.3.1.dev0@@150301,15.3.1.dev0@@150301,16.3.0.dev0@@160300
<a href='https://hf.co/danish-foundation-models/encoder-large-v1'>danish-foundation-models/encoder-large-v1</a>,🔍,1.73@@1.73,355139920.0,50000.0,512.0,✓,✗,(✓),✗,50.28 ± 1.77 / 66.38 ± 1.28@@50.28,68.15 ± 2.11 / 64.42 ± 2.07@@68.15,70.99 ± 2.85 / 84.23 ± 1.81@@70.99,31.16 ± 3.19 / 24.99 ± 3.20@@31.16,15.9.2@@150902,15.9.2@@150902,15.9.2@@150902,16.3.0.dev0@@160300
<a href='https://hf.co/openai/gpt-oss-120b'>openai/gpt-oss-120b (val)</a>,🤔,1.74@@1.74,120000000000.0,201088.0,131072.0,✓,✗,✗,✓,54.20 ± 1.80 / 68.59 ± 1.46@@54.20,67.77 ± 1.56 / 56.62 ± 2.10@@67.77,34.05 ± 6.97 / 64.90 ± 3.79@@34.05,71.03 ± 1.54 / 53.37 ± 1.89@@71.03,16.11.0@@161100,16.11.0@@161100,16.11.0@@161100,16.11.0@@161100
<a href='https://hf.co/mistralai/Ministral-3-8B-Base-2512'>mistralai/Ministral-3-8B-Base-2512 (val)</a>,🧠,1.74@@1.74,8918026240.0,131072.0,8192.0,✓,✗,(✓),✓,47.59 ± 1.61 / 62.95 ± 1.31@@47.59,58.99 ± 1.30 / 47.14 ± 1.33@@58.99,48.18 ± 2.21 / 72.48 ± 1.39@@48.18,79.12 ± 0.97 / 66.71 ± 1.30@@79.12,17.0.0.dev0@@170000,17.0.0.dev0@@170000,17.0.0.dev0@@170000,17.0.0.dev0@@170000
<a href='https://hf.co/Qwen/Qwen3-8B'>Qwen/Qwen3-8B#no-thinking</a>,📝,1.75@@1.75,8190735360.0,151936.0,40960.0,✓,✗,✗,✓,51.61 ± 2.50 / 68.14 ± 1.79@@51.61,58.03 ± 1.26 / 42.21 ± 1.99@@58.03,41.99 ± 1.95 / 67.95 ± 1.65@@41.99,76.43 ± 1.14 / 57.90 ± 1.53@@76.43,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.3.0.dev0@@160300
<a href='https://hf.co/mistralai/Ministral-3-8B-Instruct-2512'>mistralai/Ministral-3-8B-Instruct-2512 (val)</a>,📝,1.75@@1.75,7415529472.0,131072.0,8192.0,✓,✗,(✓),✓,49.42 ± 1.20 / 65.68 ± 0.84@@49.42,58.32 ± 0.69 / 38.24 ± 1.63@@58.32,48.54 ± 2.93 / 72.06 ± 1.83@@48.54,73.52 ± 0.74 / 57.81 ± 1.09@@73.52,17.0.0.dev0@@170000,17.0.0.dev0@@170000,17.0.0.dev0@@170000,17.0.0.dev0@@170000
<a href='https://hf.co/ibm-granite/granite-4.0-h-small'>ibm-granite/granite-4.0-h-small</a>,📝,1.76@@1.76,32207337984.0,100352.0,131072.0,✓,✗,(✓),✗,51.79 ± 2.01 / 67.79 ± 1.18@@51.79,59.18 ± 1.79 / 42.58 ± 4.65@@59.18,41.63 ± 1.32 / 69.55 ± 0.74@@41.63,75.65 ± 1.18 / 58.02 ± 1.25@@75.65,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800
<a href='https://hf.co/utter-project/EuroLLM-22B-Instruct-Preview'>utter-project/EuroLLM-22B-Instruct-Preview</a>,📝,1.76@@1.76,22637328384.0,128000.0,4096.0,✓,✗,(✓),✓,52.45 ± 1.18 / 68.37 ± 0.83@@52.45,48.74 ± 1.97 / 31.39 ± 2.24@@48.74,51.19 ± 2.46 / 73.90 ± 2.23@@51.19,76.94 ± 0.51 / 59.63 ± 0.67@@76.94,15.10.1.dev0@@151001,15.10.1.dev0@@151001,15.10.1.dev0@@151001,16.3.0.dev0@@160300
<a href='https://hf.co/allenai/Olmo-3.1-32B-Think'>allenai/Olmo-3.1-32B-Think (val)</a>,🤔,1.76@@1.76,32233522176.0,100278.0,65536.0,✗,✗,(✓),✓,59.97 ± 1.28 / 72.91 ± 0.84@@59.97,63.53 ± 0.93 / 54.41 ± 1.32@@63.53,26.05 ± 2.76 / 53.23 ± 1.65@@26.05,74.02 ± 0.77 / 58.36 ± 0.89@@74.02,17.0.0.dev0@@170000,17.0.0.dev0@@170000,17.0.0.dev0@@170000,17.0.0.dev0@@170000
"<a href='https://ai.google.dev/gemini-api/docs/models#gemini-2.5-flash-lite'>gemini/gemini-2.5-flash-lite#no-thinking (zero-shot, val)</a>",📝,1.77@@1.77,?,256128.0,1048576.0,✓,✗,✗,✓,51.47 ± 2.08 / 65.99 ± 1.63@@51.47,51.18 ± 1.84 / 30.17 ± 1.30@@51.18,47.21 ± 3.73 / 73.09 ± 1.81@@47.21,78.31 ± 1.26 / 58.59 ± 1.79@@78.31,15.13.0@@151300,15.13.0@@151300,15.13.0@@151300,16.3.0.dev0@@160300
<a href='https://hf.co/google/gemma-3-27b-it'>google/gemma-3-27b-it (zero-shot)</a>,📝,1.79@@1.79,27432406640.0,262144.0,8192.0,✓,✗,(✓),✓,52.32 ± 0.93 / 65.90 ± 0.63@@52.32,50.45 ± 1.28 / 31.26 ± 0.92@@50.45,47.91 ± 1.14 / 71.07 ± 0.61@@47.91,75.64 ± 0.85 / 54.85 ± 0.72@@75.64,15.8.1.dev0@@150801,15.8.1.dev0@@150801,15.8.1.dev0@@150801,16.10.1.dev0@@161001
<a href='https://hf.co/speakleash/Bielik-11B-v2.3-Instruct'>speakleash/Bielik-11B-v2.3-Instruct</a>,📝,1.80@@1.80,11168796672.0,32128.0,32768.0,✓,✓,(✓),✓,52.35 ± 1.30 / 68.67 ± 0.88@@52.35,57.96 ± 2.32 / 42.37 ± 4.59@@57.96,33.45 ± 3.38 / 63.21 ± 3.61@@33.45,81.65 ± 0.74 / 63.34 ± 1.22@@81.65,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100
<a href='https://hf.co/Qwen/Qwen3-Next-80B-A3B-Thinking'>Qwen/Qwen3-Next-80B-A3B-Thinking</a>,🤔,1.81@@1.81,81324862720.0,151936.0,262144.0,✓,✗,✗,✓,55.14 ± 1.54 / 68.35 ± 1.12@@55.14,66.13 ± 2.47 / 47.99 ± 2.23@@66.13,30.49 ± 1.76 / 57.40 ± 1.13@@30.49,70.60 ± 0.85 / 53.98 ± 0.90@@70.60,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/mistralai/Ministral-3-14B-Instruct-2512'>mistralai/Ministral-3-14B-Instruct-2512 (val)</a>,📝,1.82@@1.82,12163481600.0,131072.0,8192.0,✓,✗,(✓),✓,51.57 ± 1.32 / 67.08 ± 0.99@@51.57,53.89 ± 1.08 / 37.95 ± 1.42@@53.89,38.10 ± 2.88 / 64.53 ± 2.17@@38.10,77.77 ± 0.94 / 61.63 ± 1.37@@77.77,17.0.0.dev0@@170000,17.0.0.dev0@@170000,17.0.0.dev0@@170000,17.0.0.dev0@@170000
<a href='https://hf.co/openai/gpt-oss-20b'>openai/gpt-oss-20b#low</a>,🤔,1.82@@1.82,21511953984.0,201088.0,131072.0,✓,✗,✗,✓,48.04 ± 3.45 / 63.49 ± 3.27@@48.04,62.52 ± 1.73 / 46.55 ± 1.40@@62.52,44.49 ± 1.26 / 69.01 ± 0.73@@44.49,70.41 ± 0.84 / 48.95 ± 0.94@@70.41,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100
<a href='https://hf.co/allenai/Olmo-3.1-32B-Think'>allenai/Olmo-3.1-32B-Think</a>,🤔,1.83@@1.83,32233522176.0,100278.0,65536.0,✗,✗,(✓),✓,55.78 ± 1.18 / 70.63 ± 0.79@@55.78,67.47 ± 1.53 / 52.91 ± 2.41@@67.47,20.80 ± 1.94 / 48.96 ± 2.17@@20.80,73.78 ± 0.95 / 56.29 ± 0.93@@73.78,16.14.0.dev0@@161400,16.14.0.dev0@@161400,16.14.0.dev0@@161400,16.14.0.dev0@@161400
<a href='https://hf.co/KennethEnevoldsen/dfm-sentence-encoder-medium'>KennethEnevoldsen/dfm-sentence-encoder-medium</a>,🔍,1.83@@1.83,124447490.0,50005.0,514.0,✓,✗,(✓),✗,49.96 ± 1.54 / 66.09 ± 1.38@@49.96,68.76 ± 1.42 / 64.03 ± 1.57@@68.76,68.90 ± 2.48 / 83.41 ± 1.71@@68.90,25.36 ± 1.57 / 18.71 ± 1.45@@25.36,15.3.1.dev0@@150301,15.3.1.dev0@@150301,15.3.1.dev0@@150301,16.3.0.dev0@@160300
<a href='https://hf.co/openai/gpt-oss-20b'>openai/gpt-oss-20b#high</a>,🤔,1.83@@1.83,21511953984.0,201088.0,131072.0,✓,✗,✗,✓,54.48 ± 1.52 / 69.35 ± 0.91@@54.48,53.51 ± 1.79 / 41.86 ± 1.27@@53.51,43.69 ± 2.45 / 71.77 ± 1.24@@43.69,69.16 ± 0.79 / 52.20 ± 0.61@@69.16,16.12.0.dev0@@161200,16.12.0.dev0@@161200,16.12.0.dev0@@161200,16.12.0.dev0@@161200
<a href='https://hf.co/speakleash/Bielik-11B-v2.3-Instruct'>speakleash/Bielik-11B-v2.3-Instruct (val)</a>,📝,1.84@@1.84,11168796672.0,32128.0,32768.0,✓,✓,(✓),✓,57.00 ± 1.05 / 70.90 ± 0.75@@57.00,54.17 ± 1.11 / 42.01 ± 1.74@@54.17,31.33 ± 3.11 / 61.35 ± 2.39@@31.33,78.65 ± 0.66 / 61.67 ± 0.58@@78.65,17.0.0.dev0@@170000,17.0.0.dev0@@170000,17.0.0.dev0@@170000,17.0.0.dev0@@170000
<a href='https://hf.co/allenai/Olmo-3.1-32B-Instruct-DPO'>allenai/Olmo-3.1-32B-Instruct-DPO</a>,📝,1.84@@1.84,32233522176.0,100278.0,65536.0,✗,✗,(✓),✓,53.21 ± 1.76 / 69.11 ± 1.12@@53.21,57.60 ± 1.94 / 40.02 ± 2.01@@57.60,30.12 ± 1.49 / 64.72 ± 0.76@@30.12,79.52 ± 1.09 / 60.26 ± 1.43@@79.52,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/google/gemma-3n-E2B-it'>google/gemma-3n-E2B-it</a>,📝,1.84@@1.84,5439438272.0,262400.0,8192.0,✓,✗,(✓),✓,55.17 ± 1.29 / 70.25 ± 0.93@@55.17,53.24 ± 1.51 / 29.69 ± 0.50@@53.24,39.68 ± 1.60 / 65.70 ± 1.60@@39.68,74.36 ± 0.64 / 52.50 ± 1.08@@74.36,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100
<a href='https://hf.co/Unbabel/Tower-Plus-9B'>Unbabel/Tower-Plus-9B (val)</a>,📝,1.84@@1.84,9241705984.0,256000.0,8192.0,✗,✗,(✓),✗,50.62 ± 2.85 / 64.34 ± 1.91@@50.62,44.28 ± 1.57 / 32.90 ± 1.29@@44.28,49.04 ± 3.70 / 71.88 ± 2.00@@49.04,79.39 ± 0.99 / 63.53 ± 1.11@@79.39,16.16.1.dev0@@161601,16.16.1.dev0@@161601,16.16.1.dev0@@161601,16.16.1.dev0@@161601
<a href='https://hf.co/allenai/Olmo-3.1-32B-Instruct-SFT'>allenai/Olmo-3.1-32B-Instruct-SFT</a>,📝,1.84@@1.84,32233522176.0,100278.0,65536.0,✗,✗,(✓),✓,52.84 ± 1.66 / 68.30 ± 1.28@@52.84,58.56 ± 2.20 / 40.63 ± 2.07@@58.56,30.78 ± 1.81 / 65.12 ± 0.96@@30.78,80.11 ± 0.90 / 65.34 ± 0.81@@80.11,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/google/gemma-4-E4B-it'>google/gemma-4-E4B-it (val)</a>,📝,1.85@@1.85,7996157418.0,262144.0,8192.0,✓,✗,(✓),✓,52.75 ± 1.23 / 68.49 ± 0.84@@52.75,55.97 ± 0.94 / 47.64 ± 0.85@@55.97,38.62 ± 2.84 / 68.78 ± 1.38@@38.62,73.29 ± 0.48 / 48.92 ± 0.93@@73.29,17.1.0.dev0@@170100,17.1.0.dev0@@170100,17.1.0.dev0@@170100,17.1.0.dev0@@170100
<a href='https://hf.co/zai-org/GLM-4.5-Air'>zai-org/GLM-4.5-Air#thinking</a>,🤔,1.86@@1.86,110468824832.0,151552.0,131072.0,✓,✗,✗,✓,56.20 ± 1.22 / 70.00 ± 0.84@@56.20,65.98 ± 1.91 / 51.52 ± 1.61@@65.98,59.54 ± 1.11 / 79.60 ± 0.58@@59.54,31.28 ± 0.76 / 0.00 ± 0.00@@31.28,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.3.0.dev0@@160300
<a href='https://hf.co/Qwen/Qwen3-4B'>Qwen/Qwen3-4B#no-thinking</a>,📝,1.87@@1.87,4022468096.0,151936.0,40960.0,✓,✗,✗,✓,49.33 ± 1.89 / 66.67 ± 1.27@@49.33,55.78 ± 1.87 / 34.07 ± 1.44@@55.78,41.24 ± 1.29 / 70.45 ± 0.66@@41.24,72.86 ± 1.00 / 55.42 ± 1.07@@72.86,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.3.0.dev0@@160300
<a href='https://hf.co/utter-project/EuroLLM-22B-Instruct-2512'>utter-project/EuroLLM-22B-Instruct-2512</a>,📝,1.87@@1.87,22637328384.0,128000.0,32768.0,✓,✗,(✓),✓,53.09 ± 0.81 / 64.80 ± 1.45@@53.09,54.66 ± 1.85 / 36.26 ± 2.77@@54.66,62.09 ± 2.26 / 80.26 ± 1.47@@62.09,48.28 ± 3.43 / 26.91 ± 2.90@@48.28,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800
<a href='https://hf.co/utter-project/EuroLLM-22B-Preview'>utter-project/EuroLLM-22B-Preview</a>,🧠,1.87@@1.87,?,128000.0,4096.0,✓,✗,(✓),✓,49.50 ± 2.12 / 64.19 ± 2.07@@49.50,44.70 ± 1.82 / 34.13 ± 2.46@@44.70,49.72 ± 2.89 / 73.21 ± 2.42@@49.72,79.43 ± 0.82 / 64.45 ± 0.95@@79.43,15.10.1.dev0@@151001,15.10.1.dev0@@151001,15.10.1.dev0@@151001,16.3.0.dev0@@160300
<a href='https://hf.co/allenai/OLMo-2-0325-32B-Instruct'>allenai/OLMo-2-0325-32B-Instruct</a>,📝,1.89@@1.89,32234279936.0,100352.0,4096.0,✗,✗,(✓),✓,56.24 ± 1.80 / 70.73 ± 1.38@@56.24,57.42 ± 1.84 / 29.69 ± 1.11@@57.42,30.52 ± 1.84 / 56.06 ± 2.43@@30.52,69.49 ± 1.08 / 45.96 ± 1.77@@69.49,15.9.2@@150902,15.9.2@@150902,15.9.2@@150902,16.3.0.dev0@@160300
<a href='https://hf.co/allenai/Olmo-3.1-32B-Instruct'>allenai/Olmo-3.1-32B-Instruct</a>,📝,1.90@@1.90,32233522176.0,100278.0,65536.0,✗,✗,(✓),✓,52.34 ± 1.75 / 68.59 ± 1.08@@52.34,58.11 ± 1.95 / 40.72 ± 1.86@@58.11,27.69 ± 2.61 / 63.33 ± 1.36@@27.69,76.33 ± 1.94 / 58.25 ± 2.60@@76.33,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
