<span style='font-size: 12px; font-weight: normal; opacity: 0.6;'>Task Type</span>,<span style='visibility: hidden;'>dummy</span>,,,,,,,<a id=8 href='https://euroeval.com/tasks/sentiment-classification/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Sentiment classification</a>,<a id=9 href='https://euroeval.com/tasks/named-entity-recognition/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Named entity recognition</a>,<a id=10 href='https://euroeval.com/tasks/linguistic-acceptability/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Linguistic acceptability</a>,<a id=11 href='https://euroeval.com/tasks/reading-comprehension/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Reading comprehension</a>,<a id=12 href='https://euroeval.com/tasks/summarization/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Summarization</a>,<a id=13 href='https://euroeval.com/tasks/knowledge/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Knowledge</a>,<a id=14 href='https://euroeval.com/tasks/common-sense-reasoning/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Common sense reasoning</a>,<span style='visibility: hidden;'>hidden</span>,,,,,,
<a href='https://hf.co/google/gemma-3-270m'>google/gemma-3-270m</a>,🧠,4.12@@4.12,268098176.0,262144.0,32768.0,✓,✗,4.11 ± 3.23 / 20.02 ± 4.63@@4.11,17.05 ± 2.34 / 17.05 ± 2.34@@17.05,-0.85 ± 1.74 / 39.04 ± 3.66@@-0.85,8.06 ± 1.41 / 0.78 ± 0.39@@8.06,19.66 ± 1.73 / 20.86 ± 2.00@@19.66,0.75 ± 1.80 / 25.36 ± 1.45@@0.75,0.70 ± 1.94 / 49.18 ± 1.05@@0.70,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.14.0.dev0@@161400,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/LiquidAI/LFM2-350M'>LiquidAI/LFM2-350M</a>,📝,4.12@@4.12,354483968.0,65536.0,128000.0,✗,✗,2.02 ± 2.18 / 27.46 ± 3.52@@2.02,14.17 ± 3.86 / 14.17 ± 3.86@@14.17,-0.32 ± 0.76 / 34.79 ± 2.90@@-0.32,3.87 ± 0.60 / 0.00 ± 0.00@@3.87,24.25 ± 0.65 / 25.64 ± 0.69@@24.25,0.30 ± 2.35 / 25.90 ± 1.22@@0.30,0.28 ± 1.62 / 50.69 ± 0.90@@0.28,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.14.0.dev0@@161400,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/HuggingFaceTB/SmolLM2-360M'>HuggingFaceTB/SmolLM2-360M</a>,🧠,4.20@@4.20,361821120.0,49152.0,8192.0,✓,✗,1.88 ± 2.60 / 20.19 ± 4.91@@1.88,12.11 ± 2.71 / 12.11 ± 2.71@@12.11,-0.65 ± 1.96 / 40.97 ± 4.49@@-0.65,8.97 ± 1.87 / 1.39 ± 0.75@@8.97,19.29 ± 1.98 / 20.07 ± 2.12@@19.29,-1.58 ± 2.67 / 24.73 ± 1.42@@-1.58,-0.45 ± 0.88 / 49.11 ± 0.76@@-0.45,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.14.0.dev0@@161400,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/HuggingFaceTB/SmolLM2-360M-Instruct'>HuggingFaceTB/SmolLM2-360M-Instruct</a>,📝,4.22@@4.22,361821120.0,49152.0,8192.0,✓,✗,-0.28 ± 1.17 / 10.34 ± 1.34@@-0.28,19.96 ± 2.36 / 19.96 ± 2.36@@19.96,0.34 ± 1.30 / 38.21 ± 4.54@@0.34,6.16 ± 0.74 / 0.00 ± 0.00@@6.16,17.85 ± 2.45 / 18.36 ± 2.66@@17.85,-0.69 ± 2.73 / 24.15 ± 2.14@@-0.69,-0.50 ± 1.90 / 49.04 ± 0.86@@-0.50,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.14.0.dev0@@161400,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/tiiuae/Falcon-H1-Tiny-Multilingual-100M-Instruct'>tiiuae/Falcon-H1-Tiny-Multilingual-100M-Instruct</a>,📝,4.22@@4.22,107908288.0,65536.0,262144.0,✓,✗,-0.73 ± 2.60 / 17.17 ± 3.11@@-0.73,16.04 ± 1.54 / 16.04 ± 1.54@@16.04,1.64 ± 1.13 / 39.71 ± 3.81@@1.64,6.12 ± 1.39 / 0.69 ± 0.36@@6.12,18.17 ± 1.56 / 19.36 ± 1.73@@18.17,0.68 ± 1.89 / 24.51 ± 1.36@@0.68,-0.26 ± 1.07 / 49.13 ± 0.79@@-0.26,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.14.0.dev0@@161400,16.11.0.dev0@@161100,16.11.0.dev0@@161100
<a href='https://hf.co/HuggingFaceTB/SmolLM2-135M-Instruct'>HuggingFaceTB/SmolLM2-135M-Instruct</a>,📝,4.24@@4.24,134515008.0,49152.0,8192.0,✓,✗,0.86 ± 2.16 / 19.60 ± 1.33@@0.86,15.25 ± 2.54 / 15.25 ± 2.54@@15.25,0.59 ± 0.96 / 36.53 ± 3.37@@0.59,5.55 ± 0.56 / 0.02 ± 0.04@@5.55,17.33 ± 1.47 / 18.10 ± 1.56@@17.33,2.51 ± 2.42 / 26.00 ± 1.75@@2.51,-0.15 ± 2.61 / 49.68 ± 1.20@@-0.15,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.14.0.dev0@@161400,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/HuggingFaceTB/SmolLM2-135M'>HuggingFaceTB/SmolLM2-135M</a>,🧠,4.28@@4.28,134515008.0,49152.0,8192.0,✓,✗,0.45 ± 1.39 / 14.48 ± 2.43@@0.45,12.47 ± 1.83 / 12.47 ± 1.83@@12.47,0.19 ± 0.55 / 37.31 ± 3.85@@0.19,7.01 ± 2.46 / 0.71 ± 0.58@@7.01,16.01 ± 2.03 / 16.57 ± 2.10@@16.01,0.29 ± 1.35 / 25.98 ± 1.19@@0.29,0.83 ± 1.12 / 49.54 ± 0.80@@0.83,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.14.0.dev0@@161400,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/AIDC-AI/Marco-Mini-Global-Base'>AIDC-AI/Marco-Mini-Global-Base (val)</a>,📝,4.36@@4.36,17406164992.0,151936.0,32768.0,✓,✗,2.24 ± 1.66 / 14.87 ± 1.80@@2.24,11.32 ± 1.09 / 11.32 ± 1.09@@11.32,0.00 ± 0.00 / 32.76 ± 0.48@@0.00,2.55 ± 0.33 / 0.00 ± 0.00@@2.55,15.10 ± 0.52 / 16.08 ± 0.55@@15.10,0.00 ± 0.00 / 20.00 ± 3.17@@0.00,0.00 ± 0.00 / 45.47 ± 4.31@@0.00,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0
<a href='https://hf.co/tiiuae/Falcon-H1-Tiny-Multilingual-100M-Base'>tiiuae/Falcon-H1-Tiny-Multilingual-100M-Base</a>,🧠,4.42@@4.42,107908288.0,65536.0,262144.0,✓,✗,0.26 ± 1.60 / 11.36 ± 1.32@@0.26,13.17 ± 2.54 / 13.17 ± 2.54@@13.17,0.14 ± 1.73 / 39.37 ± 3.48@@0.14,8.13 ± 1.92 / 0.82 ± 0.71@@8.13,10.39 ± 1.13 / 11.02 ± 1.21@@10.39,1.17 ± 1.56 / 24.82 ± 1.28@@1.17,0.00 ± 0.00 / 49.12 ± 0.75@@0.00,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.14.0.dev0@@161400,16.11.0.dev0@@161100,16.11.0.dev0@@161100
<a href='https://hf.co/PleIAs/Baguettotron'>PleIAs/Baguettotron@refs/pr/6#no-thinking</a>,📝,4.49@@4.49,320956992.0,65536.0,4096.0,✓,✗,1.86 ± 1.76 / 24.23 ± 3.07@@1.86,1.08 ± 0.58 / 1.08 ± 0.58@@1.08,1.82 ± 2.32 / 42.18 ± 4.94@@1.82,1.08 ± 0.18 / 0.00 ± 0.00@@1.08,13.20 ± 0.53 / 14.45 ± 0.60@@13.20,-0.41 ± 1.08 / 24.75 ± 1.27@@-0.41,-0.47 ± 0.65 / 49.10 ± 0.73@@-0.47,16.10.1.dev0@@161001,16.10.1.dev0@@161001,16.10.1.dev0@@161001,16.10.1.dev0@@161001,16.14.0.dev0@@161400,16.10.1.dev0@@161001,16.10.1.dev0@@161001
<a href='https://hf.co/PleIAs/Monad'>PleIAs/Monad</a>,🧠,4.67@@4.67,56656128.0,8192.0,2048.0,✓,✗,-0.31 ± 2.86 / 18.94 ± 5.16@@-0.31,0.00 ± 0.00 / 0.00 ± 0.00@@0.00,0.04 ± 0.07 / 33.36 ± 0.23@@0.04,1.35 ± 0.61 / 0.00 ± 0.00@@1.35,5.46 ± 0.19 / 5.57 ± 0.18@@5.46,2.10 ± 2.70 / 26.05 ± 1.98@@2.10,-1.26 ± 1.59 / 49.09 ± 0.86@@-1.26,16.10.1.dev0@@161001,16.10.1.dev0@@161001,16.10.1.dev0@@161001,16.10.1.dev0@@161001,16.14.0.dev0@@161400,16.10.1.dev0@@161001,16.10.1.dev0@@161001
<a href='https://hf.co/inclusionAI/Ling-mini-2.0'>inclusionAI/Ling-mini-2.0 (val)</a>,📝,4.70@@4.70,16255638528.0,157184.0,32768.0,✓,✗,0.45 ± 0.45 / 16.51 ± 0.32@@0.45,0.00 ± 0.00 / 0.00 ± 0.00@@0.00,-1.61 ± 1.16 / 34.55 ± 0.84@@-1.61,0.11 ± 0.06 / 0.00 ± 0.00@@0.11,2.91 ± 0.33 / 2.90 ± 0.33@@2.91,10.22 ± 5.53 / 32.50 ± 3.13@@10.22,-1.67 ± 3.57 / 61.48 ± 1.60@@-1.67,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0
<a href='https://hf.co/inclusionAI/Ling-mini-base-2.0'>inclusionAI/Ling-mini-base-2.0 (val)</a>,📝,4.76@@4.76,17083499776.0,157184.0,32768.0,✓,✗,-1.28 ± 2.26 / 26.98 ± 1.13@@-1.28,0.00 ± 0.00 / 0.00 ± 0.00@@0.00,-0.17 ± 2.93 / 39.12 ± 1.77@@-0.17,0.17 ± 0.03 / 0.00 ± 0.00@@0.17,1.84 ± 0.36 / 1.86 ± 0.36@@1.84,0.00 ± 0.00 / 24.69 ± 1.64@@0.00,0.00 ± 0.00 / 63.28 ± 1.13@@0.00,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0
<a href='https://hf.co/nvidia/NVIDIA-Nemotron-Nano-9B-v2'>nvidia/NVIDIA-Nemotron-Nano-9B-v2#no-thinking</a>,📝,-@@100,8888227328.0,131072.0,131072.0,✓,✗,-@@-1,53.73 ± 1.38 / 53.73 ± 1.38@@53.73,3.60 ± 1.52 / 45.62 ± 3.50@@3.60,0.44 ± 0.06 / 0.00 ± 0.00@@0.44,-@@-1,0.00 ± 0.00 / 24.77 ± 1.18@@0.00,0.00 ± 0.00 / 49.12 ± 0.75@@0.00,-@@0,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,-@@0,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/mistralai/Voxtral-Mini-3B-2507'>mistralai/Voxtral-Mini-3B-2507</a>,📝,-@@100,4676271104.0,131072.0,8192.0,✓,✗,-@@-1,50.11 ± 2.41 / 50.11 ± 2.41@@50.11,6.28 ± 2.13 / 51.12 ± 1.66@@6.28,67.80 ± 2.05 / 49.78 ± 2.89@@67.80,-@@-1,25.99 ± 2.71 / 44.34 ± 1.91@@25.99,4.54 ± 3.08 / 52.24 ± 1.51@@4.54,-@@0,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,-@@0,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-BF16'>nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-BF16#no-thinking</a>,📝,-@@100,31577937344.0,131072.0,262144.0,✓,✗,37.71 ± 3.26 / 55.94 ± 4.02@@37.71,56.89 ± 0.84 / 56.89 ± 0.84@@56.89,6.13 ± 0.94 / 46.05 ± 1.79@@6.13,60.74 ± 1.20 / 40.86 ± 1.71@@60.74,-@@-1,22.21 ± 1.54 / 41.32 ± 1.36@@22.21,0.87 ± 1.96 / 50.63 ± 0.92@@0.87,16.10.0.dev0@@161000,16.10.0.dev0@@161000,16.10.0.dev0@@161000,16.10.0.dev0@@161000,-@@0,16.10.0.dev0@@161000,16.10.0.dev0@@161000
<a href='https://hf.co/utter-project/EuroLLM-22B-Instruct-Preview'>utter-project/EuroLLM-22B-Instruct-Preview</a>,📝,-@@100,22637328384.0,128000.0,4096.0,✓,✗,46.64 ± 0.78 / 58.14 ± 1.13@@46.64,56.73 ± 1.34 / 56.73 ± 1.34@@56.73,24.22 ± 2.61 / 50.52 ± 3.58@@24.22,63.16 ± 1.29 / 38.44 ± 1.90@@63.16,-@@-1,64.69 ± 1.30 / 73.20 ± 0.96@@64.69,17.68 ± 2.32 / 58.73 ± 1.15@@17.68,16.7.1.dev0@@160701,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,-@@0,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/speakleash/Bielik-11B-v2.6-Instruct'>speakleash/Bielik-11B-v2.6-Instruct</a>,📝,-@@100,11168796672.0,32128.0,32768.0,✓,✗,38.68 ± 1.39 / 57.70 ± 0.87@@38.68,52.06 ± 2.12 / 52.06 ± 2.12@@52.06,9.96 ± 1.78 / 54.24 ± 1.30@@9.96,33.12 ± 1.21 / 0.39 ± 0.16@@33.12,-@@-1,31.51 ± 1.98 / 48.53 ± 1.50@@31.51,-1.14 ± 2.33 / 49.24 ± 1.25@@-1.14,16.10.0@@161000,16.10.0@@161000,16.10.0@@161000,16.10.0@@161000,-@@0,16.10.0@@161000,16.10.0@@161000
<a href='https://hf.co/speakleash/Bielik-11B-v2.3-Instruct'>speakleash/Bielik-11B-v2.3-Instruct</a>,📝,-@@100,11168796672.0,32128.0,32768.0,✓,✓,39.82 ± 1.48 / 55.49 ± 1.44@@39.82,58.79 ± 2.38 / 58.79 ± 2.38@@58.79,8.44 ± 1.50 / 53.56 ± 1.07@@8.44,66.35 ± 0.77 / 46.97 ± 0.98@@66.35,-@@-1,25.93 ± 1.78 / 44.34 ± 1.38@@25.93,4.14 ± 2.06 / 51.83 ± 1.10@@4.14,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100,-@@0,16.11.0.dev0@@161100,16.11.0.dev0@@161100
<a href='https://hf.co/speakleash/Bielik-11B-v3-Base-20250730'>speakleash/Bielik-11B-v3-Base-20250730</a>,🧠,-@@100,11168796672.0,32128.0,32768.0,✓,✗,20.88 ± 3.38 / 34.77 ± 2.29@@20.88,58.17 ± 3.24 / 58.17 ± 3.24@@58.17,19.06 ± 4.66 / 49.53 ± 4.21@@19.06,73.70 ± 1.88 / 54.68 ± 2.62@@73.70,-@@-1,66.87 ± 1.62 / 75.12 ± 1.22@@66.87,27.01 ± 2.69 / 62.77 ± 1.46@@27.01,16.10.0@@161000,16.10.0@@161000,16.10.0@@161000,16.10.0@@161000,-@@0,16.10.0@@161000,16.10.0@@161000
<a href='https://hf.co/mistralai/Magistral-Small-2509'>mistralai/Magistral-Small-2509</a>,📝,-@@100,24011361280.0,131072.0,8192.0,✓,✗,-@@-1,65.55 ± 1.04 / 65.55 ± 1.04@@65.55,28.82 ± 1.00 / 63.16 ± 0.86@@28.82,73.58 ± 2.16 / 54.54 ± 3.13@@73.58,-@@-1,69.09 ± 2.20 / 76.78 ± 1.61@@69.09,31.84 ± 2.15 / 65.62 ± 1.17@@31.84,-@@0,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,-@@0,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/speakleash/Bielik-11B-v3.0-Instruct'>speakleash/Bielik-11B-v3.0-Instruct</a>,📝,-@@100,11168796672.0,32128.0,32768.0,✓,✗,47.25 ± 0.80 / 59.20 ± 1.48@@47.25,65.65 ± 1.20 / 65.65 ± 1.20@@65.65,41.89 ± 2.20 / 68.48 ± 1.94@@41.89,34.21 ± 1.10 / 0.20 ± 0.14@@34.21,-@@-1,72.63 ± 1.32 / 79.46 ± 0.98@@72.63,40.28 ± 2.09 / 69.58 ± 1.13@@40.28,16.10.0@@161000,16.10.0@@161000,16.10.0@@161000,16.10.0@@161000,-@@0,16.10.0@@161000,16.10.0@@161000
<a href='https://hf.co/swiss-ai/Apertus-70B-2509'>swiss-ai/Apertus-70B-2509</a>,🧠,-@@100,70599864480.0,131072.0,65536.0,✓,✗,47.44 ± 1.54 / 63.66 ± 1.33@@47.44,58.43 ± 3.80 / 58.43 ± 3.80@@58.43,27.80 ± 3.35 / 57.27 ± 2.86@@27.80,69.82 ± 2.57 / 52.52 ± 3.07@@69.82,-@@-1,64.73 ± 1.96 / 73.52 ± 1.43@@64.73,27.72 ± 2.70 / 63.16 ± 1.41@@27.72,16.10.1.dev0@@161001,16.10.1.dev0@@161001,16.10.1.dev0@@161001,16.10.1.dev0@@161001,-@@0,16.10.1.dev0@@161001,16.10.1.dev0@@161001
<a href='https://hf.co/nvidia/NVIDIA-Nemotron-Nano-9B-v2'>nvidia/NVIDIA-Nemotron-Nano-9B-v2</a>,🤔,-@@100,8888227328.0,131072.0,131072.0,✓,✗,-@@-1,54.83 ± 1.15 / 54.83 ± 1.15@@54.83,6.88 ± 1.66 / 53.35 ± 0.87@@6.88,51.49 ± 0.94 / 31.11 ± 1.44@@51.49,-@@-1,35.55 ± 2.78 / 51.60 ± 2.07@@35.55,6.69 ± 2.22 / 53.43 ± 1.09@@6.69,-@@0,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,-@@0,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/mistralai/Ministral-3-3B-Base-2512'>mistralai/Ministral-3-3B-Base-2512</a>,🧠,-@@100,4251743232.0,131072.0,8192.0,✓,✗,46.28 ± 1.49 / 61.18 ± 1.75@@46.28,57.61 ± 2.25 / 57.61 ± 2.25@@57.61,12.76 ± 2.41 / 51.29 ± 4.89@@12.76,70.52 ± 1.88 / 51.50 ± 3.46@@70.52,-@@-1,49.92 ± 1.31 / 62.42 ± 0.96@@49.92,15.97 ± 1.65 / 57.81 ± 0.90@@15.97,16.12.0.dev0@@161200,16.12.0.dev0@@161200,16.12.0.dev0@@161200,16.12.0.dev0@@161200,-@@0,16.12.0.dev0@@161200,16.12.0.dev0@@161200
<a href='https://hf.co/swiss-ai/Apertus-8B-2509'>swiss-ai/Apertus-8B-2509</a>,🧠,-@@100,8053338176.0,131072.0,65536.0,✓,✗,48.96 ± 1.38 / 63.80 ± 1.07@@48.96,45.00 ± 2.64 / 45.00 ± 2.64@@45.00,16.93 ± 2.32 / 55.14 ± 2.51@@16.93,70.36 ± 2.57 / 48.66 ± 3.11@@70.36,-@@-1,56.90 ± 2.11 / 67.39 ± 1.57@@56.90,12.95 ± 1.20 / 55.98 ± 0.78@@12.95,16.10.1.dev0@@161001,16.10.1.dev0@@161001,16.10.1.dev0@@161001,16.10.1.dev0@@161001,-@@0,16.10.1.dev0@@161001,16.10.1.dev0@@161001
<a href='https://hf.co/swiss-ai/Apertus-8B-Instruct-2509'>swiss-ai/Apertus-8B-Instruct-2509</a>,📝,-@@100,8053338176.0,131072.0,65536.0,✗,✗,46.80 ± 0.93 / 60.40 ± 1.07@@46.80,52.64 ± 1.10 / 52.64 ± 1.10@@52.64,0.00 ± 0.00 / 33.36 ± 0.27@@0.00,22.12 ± 1.53 / 0.09 ± 0.08@@22.12,-@@-1,46.00 ± 2.23 / 59.09 ± 1.60@@46.00,2.94 ± 3.30 / 49.51 ± 0.70@@2.94,16.10.1.dev0@@161001,16.10.1.dev0@@161001,16.10.1.dev0@@161001,16.10.1.dev0@@161001,-@@0,16.10.1.dev0@@161001,16.10.1.dev0@@161001
<a href='https://hf.co/setu4993/LaBSE'>setu4993/LaBSE</a>,🔍,-@@100,470927360.0,501153.0,512.0,✓,✗,28.07 ± 4.86 / 53.18 ± 4.76@@28.07,79.94 ± 0.96 / 79.94 ± 0.96@@79.94,3.15 ± 3.57 / 50.83 ± 1.86@@3.15,30.74 ± 1.50 / 20.41 ± 1.60@@30.74,-@@-1,-@@-1,-@@-1,16.7.1.dev0@@160701,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,-@@0,-@@0,-@@0
<a href='https://hf.co/utter-project/EuroLLM-22B-Preview'>utter-project/EuroLLM-22B-Preview</a>,🧠,-@@100,?,128000.0,4096.0,✓,✗,31.30 ± 1.42 / 43.46 ± 0.61@@31.30,55.47 ± 1.96 / 55.47 ± 1.96@@55.47,26.23 ± 2.60 / 61.47 ± 1.46@@26.23,71.40 ± 1.68 / 51.70 ± 1.98@@71.40,-@@-1,66.66 ± 1.96 / 74.79 ± 1.49@@66.66,21.33 ± 1.98 / 60.45 ± 0.99@@21.33,16.7.1.dev0@@160701,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,-@@0,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/tencent/Hunyuan-7B-Instruct'>tencent/Hunyuan-7B-Instruct</a>,🤔,-@@100,7504568320.0,128167.0,32768.0,✓,✗,21.11 ± 2.34 / 46.81 ± 1.58@@21.11,35.60 ± 2.42 / 35.60 ± 2.42@@35.60,1.91 ± 1.79 / 50.37 ± 0.90@@1.91,33.32 ± 1.03 / 0.00 ± 0.00@@33.32,-@@-1,-0.41 ± 0.81 / 24.75 ± 1.20@@-0.41,0.00 ± 0.00 / 49.12 ± 0.75@@0.00,16.13.0.dev0@@161300,16.13.0.dev0@@161300,16.13.0.dev0@@161300,16.13.0.dev0@@161300,-@@0,16.13.0.dev0@@161300,16.13.0.dev0@@161300
<a href='https://hf.co/sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2'>sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2</a>,🔍,-@@100,117654272.0,250037.0,512.0,✓,✗,25.03 ± 2.57 / 51.99 ± 2.07@@25.03,61.48 ± 1.21 / 61.48 ± 1.21@@61.48,-0.11 ± 2.16 / 47.25 ± 1.90@@-0.11,0.30 ± 0.38 / 0.06 ± 0.06@@0.30,-@@-1,-@@-1,-@@-1,16.7.1.dev0@@160701,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,-@@0,-@@0,-@@0
<a href='https://hf.co/upstage/SOLAR-10.7B-v1.0'>upstage/SOLAR-10.7B-v1.0</a>,🧠,-@@100,10731524096.0,32000.0,4096.0,✓,✗,26.06 ± 2.05 / 41.02 ± 1.37@@26.06,58.29 ± 3.35 / 58.29 ± 3.35@@58.29,7.20 ± 2.54 / 39.04 ± 3.88@@7.20,64.15 ± 1.84 / 46.97 ± 2.88@@64.15,-@@-1,25.56 ± 1.77 / 41.62 ± 1.45@@25.56,-0.85 ± 1.89 / 48.98 ± 0.81@@-0.85,16.7.1.dev0@@160701,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,-@@0,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/speakleash/Bielik-4.5B-v3.0-Instruct'>speakleash/Bielik-4.5B-v3.0-Instruct</a>,📝,-@@100,4757260288.0,32000.0,32768.0,✓,✗,17.67 ± 6.04 / 44.53 ± 3.51@@17.67,49.99 ± 1.46 / 49.99 ± 1.46@@49.99,7.92 ± 1.82 / 40.85 ± 2.22@@7.92,54.34 ± 0.97 / 36.81 ± 1.30@@54.34,-@@-1,16.03 ± 2.70 / 37.13 ± 1.97@@16.03,-0.49 ± 2.21 / 49.98 ± 1.04@@-0.49,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100,-@@0,16.11.0.dev0@@161100,16.11.0.dev0@@161100
<a href='https://hf.co/tencent/Hunyuan-1.8B-Instruct'>tencent/Hunyuan-1.8B-Instruct</a>,🤔,-@@100,1791080448.0,120818.0,262144.0,✓,✗,-@@-1,27.15 ± 1.14 / 27.15 ± 1.14@@27.15,1.74 ± 2.25 / 42.96 ± 0.86@@1.74,19.63 ± 0.92 / 0.00 ± 0.00@@19.63,-@@-1,0.00 ± 0.00 / 24.86 ± 0.87@@0.00,0.00 ± 0.00 / 49.40 ± 0.48@@0.00,-@@0,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,-@@0,16.2.2.dev0@@160202,16.2.2.dev0@@160202
<a href='https://hf.co/AI-Sweden-Models/ModernBERT-large'>AI-Sweden-Models/ModernBERT-large</a>,🔍,-@@100,395881664.0,50368.0,8192.0,✓,✗,13.06 ± 2.40 / 39.44 ± 2.62@@13.06,39.54 ± 3.57 / 39.54 ± 3.57@@39.54,0.61 ± 1.79 / 48.20 ± 1.22@@0.61,21.17 ± 1.63 / 11.40 ± 1.33@@21.17,-@@-1,-@@-1,-@@-1,16.7.1.dev0@@160701,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,-@@0,-@@0,-@@0
<a href='https://hf.co/kyutai/helium-1-2b'>kyutai/helium-1-2b</a>,🧠,-@@100,2023868416.0,64000.0,4096.0,✓,✗,-@@-1,35.48 ± 2.19 / 35.48 ± 2.19@@35.48,0.00 ± 0.00 / 33.30 ± 0.27@@0.00,58.50 ± 3.77 / 41.17 ± 3.88@@58.50,-@@-1,24.23 ± 1.95 / 42.42 ± 1.42@@24.23,0.82 ± 2.33 / 49.34 ± 0.90@@0.82,-@@0,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,-@@0,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/allenai/Olmo-3-7B-Think'>allenai/Olmo-3-7B-Think</a>,🤔,-@@100,7298011136.0,100278.0,65536.0,✗,✗,30.08 ± 2.23 / 41.09 ± 1.77@@30.08,56.70 ± 1.37 / 56.70 ± 1.37@@56.70,2.98 ± 2.27 / 40.79 ± 1.72@@2.98,46.04 ± 1.55 / 26.52 ± 1.40@@46.04,-@@-1,28.87 ± 2.54 / 46.63 ± 1.91@@28.87,8.38 ± 2.70 / 54.17 ± 1.32@@8.38,16.13.0.dev0@@161300,16.13.0.dev0@@161300,16.13.0.dev0@@161300,16.13.0.dev0@@161300,-@@0,16.13.0.dev0@@161300,16.14.0.dev0@@161400
