<span style='font-size: 12px; font-weight: normal; opacity: 0.6;'>Task Type</span>,<span style='visibility: hidden;'>dummy</span>,,,,,,,<a id=8 href='https://euroeval.com/tasks/sentiment-classification/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Sentiment classification</a>,<a id=9 href='https://euroeval.com/tasks/named-entity-recognition/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Named entity recognition</a>,<a id=10 href='https://euroeval.com/tasks/linguistic-acceptability/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Linguistic acceptability</a>,<a id=11 href='https://euroeval.com/tasks/reading-comprehension/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Reading comprehension</a>,<span style='visibility: hidden;'>hidden</span>,,,
<a href='https://hf.co/Qwen/Qwen3-1.7B'>Qwen/Qwen3-1.7B</a>,📝,2.73@@2.73,2031739904.0,151936.0,40960.0,✓,✗,84.27 ± 0.74 / 92.08 ± 0.36@@84.27,32.90 ± 1.25 / 20.18 ± 0.81@@32.90,9.30 ± 2.97 / 47.35 ± 5.24@@9.30,64.78 ± 1.07 / 44.67 ± 2.85@@64.78,16.1.1.dev0@@160101,16.1.1.dev0@@160101,16.1.1.dev0@@160101,16.1.1.dev0@@160101
<a href='https://hf.co/allenai/OLMo-2-1124-7B'>allenai/OLMo-2-1124-7B</a>,🧠,2.73@@2.73,7298617344.0,100352.0,4096.0,✓,✗,85.54 ± 1.27 / 92.48 ± 0.73@@85.54,33.26 ± 2.01 / 20.00 ± 1.37@@33.26,5.04 ± 2.39 / 45.01 ± 3.89@@5.04,68.53 ± 0.57 / 50.83 ± 1.07@@68.53,15.13.0@@151300,15.13.0@@151300,15.13.0@@151300,15.13.0@@151300
<a href='https://hf.co/ibm-granite/granite-20b-code-instruct'>ibm-granite/granite-20b-code-instruct</a>,📝,2.73@@2.73,20066993152.0,49152.0,8192.0,✓,✗,78.98 ± 0.98 / 88.71 ± 0.59@@78.98,44.95 ± 2.81 / 25.19 ± 3.53@@44.95,3.61 ± 1.45 / 46.11 ± 3.48@@3.61,61.33 ± 1.34 / 43.17 ± 1.54@@61.33,15.9.2.dev0@@150902,15.9.2.dev0@@150902,15.9.2.dev0@@150902,15.9.2.dev0@@150902
<a href='https://hf.co/allenai/OLMo-2-1124-7B-Instruct'>allenai/OLMo-2-1124-7B-Instruct</a>,📝,2.74@@2.74,7298617344.0,100352.0,4096.0,✓,✗,85.98 ± 0.56 / 92.89 ± 0.30@@85.98,37.48 ± 1.04 / 21.61 ± 1.12@@37.48,3.91 ± 1.38 / 44.35 ± 2.70@@3.91,64.40 ± 1.12 / 47.79 ± 0.93@@64.40,15.13.0@@151300,15.13.0@@151300,15.13.0@@151300,15.13.0@@151300
<a href='https://hf.co/lightonai/alfred-40b-1023'>lightonai/alfred-40b-1023</a>,📝,2.75@@2.75,?,65024.0,?,✓,✗,84.24 ± 1.42 / 92.01 ± 0.77@@84.24,39.98 ± 2.96 / 23.09 ± 4.71@@39.98,3.19 ± 0.66 / 43.33 ± 2.48@@3.19,61.75 ± 0.84 / 40.89 ± 1.79@@61.75,15.9.1.dev0@@150901,15.9.1.dev0@@150901,15.9.1.dev0@@150901,15.9.1.dev0@@150901
<a href='https://hf.co/Qwen/Qwen3-1.7B'>Qwen/Qwen3-1.7B#no-thinking</a>,📝,2.75@@2.75,2031739904.0,151936.0,40960.0,✓,✗,84.40 ± 1.00 / 92.16 ± 0.50@@84.40,33.13 ± 1.35 / 19.57 ± 0.68@@33.13,9.40 ± 2.12 / 46.59 ± 5.38@@9.40,63.24 ± 1.46 / 44.01 ± 3.06@@63.24,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/THUDM/GLM-4.1V-9B-Thinking'>THUDM/GLM-4.1V-9B-Thinking</a>,🤔,2.76@@2.76,10292777472.0,151552.0,65536.0,✓,✗,91.54 ± 0.55 / 95.73 ± 0.28@@91.54,49.21 ± 1.31 / 22.97 ± 0.95@@49.21,31.95 ± 1.12 / 65.72 ± 0.81@@31.95,10.11 ± 0.71 / 0.00 ± 0.00@@10.11,15.13.0.dev0@@151300,15.13.0.dev0@@151300,15.13.0.dev0@@151300,15.13.0.dev0@@151300
<a href='https://hf.co/meta-llama/Llama-4-Scout-17B-16E'>meta-llama/Llama-4-Scout-17B-16E</a>,📝,2.76@@2.76,108641793536.0,200000.0,?,✓,✗,92.07 ± 0.77 / 95.98 ± 0.40@@92.07,62.15 ± 1.44 / 50.94 ± 2.61@@62.15,3.94 ± 2.96 / 37.17 ± 3.38@@3.94,31.75 ± 1.31 / 0.36 ± 0.10@@31.75,15.9.2@@150902,15.9.2@@150902,15.9.2@@150902,15.9.2@@150902
<a href='https://hf.co/LumiOpen/Viking-7B'>LumiOpen/Viking-7B</a>,🧠,2.78@@2.78,7550013440.0,131072.0,4096.0,✓,✗,91.09 ± 0.43 / 95.53 ± 0.21@@91.09,32.42 ± 1.83 / 19.56 ± 1.80@@32.42,3.54 ± 2.20 / 42.41 ± 4.66@@3.54,63.09 ± 1.79 / 48.81 ± 1.55@@63.09,15.10.0@@151000,15.10.0@@151000,15.10.0@@151000,15.10.0@@151000
<a href='https://hf.co/utter-project/EuroLLM-22B-Instruct-2512'>utter-project/EuroLLM-22B-Instruct-2512</a>,📝,2.79@@2.79,22637328384.0,128000.0,32768.0,✓,✗,92.40 ± 0.64 / 96.17 ± 0.33@@92.40,53.18 ± 1.21 / 25.91 ± 0.71@@53.18,6.85 ± 2.17 / 34.92 ± 1.06@@6.85,32.84 ± 4.40 / 16.34 ± 3.44@@32.84,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800
<a href='https://hf.co/allenai/Olmo-3-7B-Instruct-SFT'>allenai/Olmo-3-7B-Instruct-SFT</a>,📝,2.80@@2.80,7298011136.0,100278.0,65536.0,✗,✗,85.21 ± 0.84 / 92.51 ± 0.46@@85.21,38.97 ± 2.13 / 21.79 ± 1.73@@38.97,6.42 ± 1.81 / 51.45 ± 1.65@@6.42,55.07 ± 2.16 / 34.54 ± 2.41@@55.07,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/LumiOpen/Viking-13B'>LumiOpen/Viking-13B</a>,🧠,2.81@@2.81,14030361600.0,131072.0,4096.0,✓,✗,90.30 ± 0.46 / 95.11 ± 0.24@@90.30,33.72 ± 2.85 / 17.90 ± 1.42@@33.72,1.40 ± 0.80 / 45.94 ± 2.68@@1.40,60.60 ± 2.63 / 44.20 ± 3.64@@60.60,15.9.2.dev0@@150902,15.10.0@@151000,15.10.0@@151000,15.10.0@@151000
<a href='https://hf.co/HuggingFaceTB/SmolLM3-3B-Base'>HuggingFaceTB/SmolLM3-3B-Base</a>,🧠,2.83@@2.83,3075098624.0,128256.0,65536.0,✓,✗,82.23 ± 1.31 / 91.07 ± 0.69@@82.23,37.82 ± 3.29 / 23.35 ± 3.59@@37.82,2.56 ± 1.93 / 45.06 ± 2.76@@2.56,62.91 ± 1.13 / 41.88 ± 2.35@@62.91,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/cardiffnlp/twitter-xlm-roberta-base'>cardiffnlp/twitter-xlm-roberta-base</a>,🔍,2.83@@2.83,277455362.0,250002.0,514.0,✓,✗,77.74 ± 3.31 / 88.84 ± 1.68@@77.74,73.75 ± 1.19 / 72.13 ± 0.90@@73.75,0.02 ± 1.47 / 37.99 ± 4.31@@0.02,27.25 ± 2.15 / 13.68 ± 1.68@@27.25,15.10.0@@151000,15.10.0@@151000,15.10.0@@151000,15.10.0.dev0@@151000
<a href='https://hf.co/allenai/Olmo-3-7B-Instruct'>allenai/Olmo-3-7B-Instruct</a>,📝,2.84@@2.84,7298011136.0,100278.0,65536.0,✗,✗,85.41 ± 0.81 / 92.66 ± 0.42@@85.41,37.51 ± 1.61 / 21.85 ± 1.34@@37.51,4.38 ± 2.78 / 44.19 ± 5.59@@4.38,55.55 ± 1.08 / 37.98 ± 1.38@@55.55,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/speakleash/Bielik-11B-v2.6-Instruct'>speakleash/Bielik-11B-v2.6-Instruct</a>,📝,2.84@@2.84,11168796672.0,32128.0,32768.0,✓,✗,89.92 ± 0.83 / 94.93 ± 0.43@@89.92,53.68 ± 1.95 / 23.84 ± 1.86@@53.68,5.72 ± 2.10 / 37.99 ± 2.21@@5.72,30.41 ± 1.35 / 0.15 ± 0.07@@30.41,16.10.0@@161000,16.10.0@@161000,16.10.0@@161000,16.10.0@@161000
<a href='https://hf.co/google/gemma-3-4b-it'>google/gemma-3-4b-it</a>,📝,2.86@@2.86,4300079472.0,262144.0,8192.0,✓,✗,86.77 ± 1.19 / 93.10 ± 0.66@@86.77,46.67 ± 1.30 / 32.84 ± 1.75@@46.67,14.31 ± 1.71 / 56.12 ± 0.86@@14.31,29.23 ± 5.80 / 7.95 ± 5.45@@29.23,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/Twitter/twhin-bert-base'>Twitter/twhin-bert-base</a>,🔍,2.86@@2.86,279080594.0,250002.0,512.0,✓,✗,72.46 ± 5.58 / 86.01 ± 2.83@@72.46,68.79 ± 0.95 / 69.06 ± 0.88@@68.79,3.56 ± 1.39 / 46.83 ± 3.17@@3.56,31.16 ± 0.51 / 16.79 ± 0.51@@31.16,15.10.0@@151000,15.10.0@@151000,15.10.0@@151000,15.10.0.dev0@@151000
<a href='https://hf.co/allenai/Olmo-3-7B-Instruct-DPO'>allenai/Olmo-3-7B-Instruct-DPO</a>,📝,2.86@@2.86,7298011136.0,100278.0,65536.0,✗,✗,85.68 ± 0.71 / 92.78 ± 0.38@@85.68,37.09 ± 1.43 / 21.10 ± 1.46@@37.09,5.75 ± 2.38 / 48.83 ± 4.55@@5.75,52.20 ± 0.94 / 31.98 ± 0.98@@52.20,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/sentence-transformers/paraphrase-xlm-r-multilingual-v1'>sentence-transformers/paraphrase-xlm-r-multilingual-v1</a>,🔍,2.88@@2.88,278044162.0,250002.0,512.0,✓,✗,83.98 ± 1.45 / 91.97 ± 0.73@@83.98,66.60 ± 2.34 / 67.11 ± 2.06@@66.60,0.97 ± 1.54 / 45.13 ± 3.77@@0.97,27.52 ± 0.78 / 13.37 ± 1.18@@27.52,15.10.0@@151000,15.10.0@@151000,15.10.0@@151000,15.10.0.dev0@@151000
<a href='https://hf.co/sentence-transformers/stsb-xlm-r-multilingual'>sentence-transformers/stsb-xlm-r-multilingual</a>,🔍,2.89@@2.89,278044162.0,250002.0,512.0,✓,✗,87.13 ± 0.75 / 93.55 ± 0.37@@87.13,62.15 ± 2.77 / 62.37 ± 2.26@@62.15,0.76 ± 1.66 / 48.67 ± 2.13@@0.76,27.90 ± 1.01 / 13.25 ± 1.24@@27.90,15.10.0@@151000,15.10.0@@151000,15.10.0@@151000,15.10.0.dev0@@151000
<a href='https://hf.co/TurkuNLP/finnish-modernbert-base'>TurkuNLP/finnish-modernbert-base</a>,🔍,2.90@@2.90,143404800.0,42240.0,16000.0,✓,✗,81.68 ± 3.46 / 90.74 ± 1.76@@81.68,50.18 ± 3.17 / 51.46 ± 3.17@@50.18,10.69 ± 2.98 / 54.88 ± 1.36@@10.69,29.35 ± 0.70 / 13.67 ± 0.97@@29.35,15.10.1.dev0@@151001,15.10.1.dev0@@151001,15.10.1.dev0@@151001,15.10.1.dev0@@151001
<a href='https://hf.co/CohereForAI/aya-23-8B'>CohereForAI/aya-23-8B</a>,📝,2.91@@2.91,8028033024.0,256000.0,8192.0,✗,✗,84.33 ± 1.76 / 91.93 ± 0.99@@84.33,36.96 ± 1.69 / 26.45 ± 2.30@@36.96,0.32 ± 0.62 / 33.32 ± 0.28@@0.32,56.44 ± 1.14 / 39.26 ± 1.58@@56.44,15.10.0@@151000,15.10.0@@151000,15.10.0@@151000,15.10.0@@151000
<a href='https://hf.co/Qwen/Qwen2.5-1.5B-Instruct'>Qwen/Qwen2.5-1.5B-Instruct</a>,📝,2.92@@2.92,1543714304.0,151936.0,32768.0,✓,✗,77.38 ± 1.15 / 88.11 ± 0.73@@77.38,27.36 ± 1.87 / 15.50 ± 1.00@@27.36,7.58 ± 1.03 / 49.37 ± 1.86@@7.58,61.51 ± 0.82 / 42.43 ± 1.41@@61.51,15.10.1.dev0@@151001,15.10.1.dev0@@151001,15.10.1.dev0@@151001,15.10.1.dev0@@151001
<a href='https://hf.co/arcee-ai/AFM-4.5B-Base'>arcee-ai/AFM-4.5B-Base</a>,🧠,2.92@@2.92,4619184640.0,128004.0,65536.0,✓,✗,82.96 ± 1.36 / 91.23 ± 0.80@@82.96,29.56 ± 3.35 / 20.88 ± 3.37@@29.56,2.59 ± 1.41 / 45.04 ± 3.70@@2.59,62.14 ± 1.13 / 41.54 ± 1.87@@62.14,16.10.1.dev0@@161001,16.10.1.dev0@@161001,16.10.1.dev0@@161001,16.10.1.dev0@@161001
<a href='https://hf.co/openGPT-X/Teuken-7B-instruct-research-v0.4'>openGPT-X/Teuken-7B-instruct-research-v0.4</a>,📝,2.94@@2.94,7452725248.0,250680.0,4096.0,✗,✗,74.24 ± 3.83 / 85.49 ± 2.54@@74.24,32.58 ± 1.86 / 17.85 ± 0.96@@32.58,3.43 ± 1.65 / 44.74 ± 2.63@@3.43,62.04 ± 1.45 / 42.85 ± 1.94@@62.04,15.10.0@@151000,15.10.0@@151000,15.10.0@@151000,15.10.0@@151000
<a href='https://hf.co/TrustLLMeu/baseline-7-8b_1t-tokens_llama'>TrustLLMeu/baseline-7-8b_1t-tokens_llama</a>,🧠,2.95@@2.95,7799574528.0,100096.0,4096.0,✓,✗,71.76 ± 3.77 / 84.36 ± 2.68@@71.76,39.42 ± 2.50 / 34.41 ± 1.90@@39.42,1.40 ± 2.05 / 40.64 ± 3.82@@1.40,56.14 ± 2.29 / 40.17 ± 2.52@@56.14,15.10.0@@151000,15.10.0@@151000,15.10.0@@151000,15.10.0@@151000
<a href='https://hf.co/tartuNLP/Apertus-EstLLM-8B-Instruct-1125'>tartuNLP/Apertus-EstLLM-8B-Instruct-1125</a>,📝,2.97@@2.97,8053338176.0,131072.0,65536.0,✗,✗,43.09 ± 23.69 / 62.83 ± 16.83@@43.09,46.86 ± 1.89 / 23.20 ± 1.20@@46.86,2.00 ± 1.49 / 34.04 ± 0.83@@2.00,68.55 ± 1.41 / 52.81 ± 1.99@@68.55,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100
<a href='https://hf.co/dbmdz/bert-base-historic-multilingual-cased'>dbmdz/bert-base-historic-multilingual-cased</a>,🔍,2.97@@2.97,111243522.0,32000.0,512.0,✓,✗,71.23 ± 2.33 / 85.58 ± 1.17@@71.23,62.44 ± 1.38 / 63.31 ± 1.07@@62.44,-0.89 ± 1.78 / 43.50 ± 2.57@@-0.89,33.80 ± 1.22 / 18.28 ± 0.94@@33.80,15.10.0@@151000,15.10.0@@151000,15.10.0@@151000,15.10.0.dev0@@151000
<a href='https://hf.co/ibm-granite/granite-4.0-h-tiny'>ibm-granite/granite-4.0-h-tiny</a>,📝,2.98@@2.98,6939037248.0,100352.0,131072.0,✓,✗,90.31 ± 0.63 / 95.15 ± 0.32@@90.31,46.19 ± 1.58 / 26.97 ± 2.81@@46.19,5.91 ± 1.96 / 39.04 ± 2.68@@5.91,30.11 ± 2.01 / 5.45 ± 1.99@@30.11,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800
<a href='https://hf.co/sentence-transformers/quora-distilbert-multilingual'>sentence-transformers/quora-distilbert-multilingual</a>,🔍,3.01@@3.01,134734080.0,119547.0,512.0,✓,✗,81.38 ± 1.26 / 90.67 ± 0.63@@81.38,58.89 ± 0.79 / 59.13 ± 1.15@@58.89,0.40 ± 1.49 / 41.05 ± 3.79@@0.40,26.90 ± 0.56 / 10.52 ± 0.82@@26.90,15.10.0@@151000,15.10.0@@151000,15.10.0@@151000,15.10.0.dev0@@151000
<a href='https://hf.co/sentence-transformers/distilbert-multilingual-nli-stsb-quora-ranking'>sentence-transformers/distilbert-multilingual-nli-stsb-quora-ranking</a>,🔍,3.01@@3.01,134734080.0,119547.0,512.0,✓,✗,81.43 ± 1.25 / 90.69 ± 0.63@@81.43,58.91 ± 0.77 / 59.16 ± 1.15@@58.91,0.58 ± 1.23 / 41.71 ± 4.01@@0.58,26.95 ± 0.56 / 10.58 ± 0.80@@26.95,15.10.0@@151000,15.10.0@@151000,15.10.0@@151000,15.10.0.dev0@@151000
<a href='https://hf.co/Geotrend/distilbert-base-25lang-cased'>Geotrend/distilbert-base-25lang-cased</a>,🔍,3.05@@3.05,108867577.0,84985.0,512.0,✓,✗,62.52 ± 2.40 / 81.24 ± 1.20@@62.52,64.81 ± 1.35 / 64.20 ± 1.48@@64.81,0.95 ± 1.87 / 42.64 ± 4.31@@0.95,30.20 ± 0.31 / 16.84 ± 0.64@@30.20,15.10.0@@151000,15.10.0@@151000,15.10.0@@151000,15.10.0.dev0@@151000
<a href='https://hf.co/utter-project/EuroLLM-1.7B'>utter-project/EuroLLM-1.7B</a>,🧠,3.07@@3.07,?,128000.0,4096.0,✓,✗,85.58 ± 1.50 / 92.61 ± 0.88@@85.58,22.45 ± 2.88 / 19.85 ± 2.60@@22.45,0.08 ± 2.03 / 40.08 ± 4.63@@0.08,58.64 ± 2.23 / 44.31 ± 2.45@@58.64,15.10.0@@151000,15.10.0@@151000,15.10.0@@151000,15.10.0@@151000
<a href='https://hf.co/speakleash/Bielik-1.5B-v3.0-Instruct'>speakleash/Bielik-1.5B-v3.0-Instruct</a>,📝,3.07@@3.07,1596507648.0,32000.0,8192.0,✓,✗,72.11 ± 3.76 / 84.80 ± 2.48@@72.11,32.45 ± 1.97 / 19.81 ± 1.10@@32.45,0.07 ± 1.25 / 34.35 ± 0.96@@0.07,56.94 ± 3.07 / 42.20 ± 2.93@@56.94,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100
<a href='https://hf.co/utter-project/EuroLLM-1.7B-Instruct'>utter-project/EuroLLM-1.7B-Instruct</a>,📝,3.09@@3.09,1656850432.0,128000.0,4096.0,✓,✗,81.74 ± 4.76 / 90.10 ± 3.01@@81.74,21.13 ± 2.94 / 18.86 ± 2.17@@21.13,2.59 ± 1.12 / 37.91 ± 2.57@@2.59,58.51 ± 1.22 / 40.78 ± 1.74@@58.51,15.10.0@@151000,15.10.0@@151000,15.10.0@@151000,15.10.0@@151000
<a href='https://hf.co/Qwen/Qwen2.5-Math-7B'>Qwen/Qwen2.5-Math-7B</a>,📝,3.09@@3.09,7615616512.0,152064.0,4096.0,✓,✗,83.21 ± 1.58 / 91.58 ± 0.79@@83.21,30.05 ± 2.69 / 20.82 ± 1.79@@30.05,3.10 ± 2.08 / 34.53 ± 0.87@@3.10,45.29 ± 4.86 / 20.07 ± 6.18@@45.29,15.9.2.dev0@@150902,15.9.2.dev0@@150902,15.9.2.dev0@@150902,15.9.2.dev0@@150902
<a href='https://hf.co/deepcogito/cogito-v1-preview-llama-3B'>deepcogito/cogito-v1-preview-llama-3B</a>,📝,3.11@@3.11,3606752256.0,128256.0,131072.0,✓,✗,84.89 ± 2.08 / 92.09 ± 1.23@@84.89,45.45 ± 1.72 / 26.71 ± 1.33@@45.45,8.04 ± 1.65 / 50.41 ± 2.71@@8.04,19.82 ± 1.01 / 0.15 ± 0.09@@19.82,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2'>sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2</a>,🔍,3.11@@3.11,117654272.0,250037.0,512.0,✓,✗,85.59 ± 0.63 / 92.79 ± 0.31@@85.59,51.20 ± 1.80 / 51.16 ± 2.01@@51.20,0.45 ± 2.06 / 48.28 ± 1.87@@0.45,23.87 ± 1.25 / 8.79 ± 1.20@@23.87,15.10.0@@151000,15.10.0@@151000,15.10.0@@151000,15.10.0.dev0@@151000
<a href='https://hf.co/mistralai/Mistral-7B-Instruct-v0.2'>mistralai/Mistral-7B-Instruct-v0.2</a>,📝,3.12@@3.12,7241732096.0,32000.0,32768.0,✗,✗,85.41 ± 0.47 / 92.65 ± 0.25@@85.41,38.53 ± 1.39 / 20.08 ± 0.96@@38.53,4.21 ± 0.91 / 48.92 ± 0.99@@4.21,32.17 ± 1.77 / 4.33 ± 1.08@@32.17,15.9.2.dev0@@150902,15.9.2.dev0@@150902,15.9.2.dev0@@150902,15.9.2.dev0@@150902
<a href='https://hf.co/BSC-LT/salamandra-7b'>BSC-LT/salamandra-7b</a>,🧠,3.12@@3.12,7768117248.0,256000.0,8192.0,✓,✗,90.57 ± 0.87 / 95.19 ± 0.46@@90.57,19.44 ± 1.24 / 17.79 ± 1.09@@19.44,1.84 ± 1.73 / 42.71 ± 3.57@@1.84,50.90 ± 2.84 / 36.78 ± 2.81@@50.90,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/TurkuNLP/finnish-modernbert-tiny'>TurkuNLP/finnish-modernbert-tiny</a>,🔍,3.13@@3.13,51647616.0,27264.0,16000.0,✓,✗,77.51 ± 1.94 / 88.73 ± 0.97@@77.51,46.65 ± 2.12 / 47.42 ± 1.75@@46.65,3.95 ± 2.01 / 51.43 ± 1.21@@3.95,29.78 ± 0.81 / 14.53 ± 0.98@@29.78,15.10.1.dev0@@151001,15.10.1.dev0@@151001,15.10.1.dev0@@151001,15.10.1.dev0@@151001
<a href='https://hf.co/google/gemma-3-1b-pt'>google/gemma-3-1b-pt</a>,🧠,3.15@@3.15,999885952.0,262144.0,32768.0,✓,✗,89.97 ± 0.71 / 94.97 ± 0.35@@89.97,20.83 ± 1.49 / 19.08 ± 1.48@@20.83,1.11 ± 1.17 / 38.34 ± 3.16@@1.11,50.27 ± 4.11 / 34.65 ± 3.99@@50.27,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/HuggingFaceTB/SmolLM3-3B'>HuggingFaceTB/SmolLM3-3B#no-thinking</a>,📝,3.18@@3.18,3075098624.0,128256.0,65536.0,✓,✗,78.10 ± 1.32 / 88.83 ± 0.68@@78.10,37.59 ± 2.45 / 24.76 ± 2.96@@37.59,7.15 ± 2.00 / 51.81 ± 1.18@@7.15,29.20 ± 0.62 / 0.60 ± 0.23@@29.20,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/meta-llama/Llama-3.2-1B'>meta-llama/Llama-3.2-1B</a>,🧠,3.19@@3.19,1235814400.0,128256.0,131072.0,✓,✗,81.07 ± 3.00 / 90.30 ± 1.72@@81.07,20.99 ± 2.41 / 17.32 ± 2.08@@20.99,-0.13 ± 2.27 / 48.41 ± 1.57@@-0.13,53.20 ± 2.36 / 32.93 ± 2.82@@53.20,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/openGPT-X/Teuken-7B-instruct-commercial-v0.4'>openGPT-X/Teuken-7B-instruct-commercial-v0.4</a>,📝,3.19@@3.19,7452725248.0,250680.0,4096.0,✓,✗,53.13 ± 9.76 / 70.07 ± 7.85@@53.13,34.98 ± 2.17 / 22.26 ± 1.75@@34.98,1.73 ± 1.08 / 44.49 ± 1.57@@1.73,54.85 ± 2.45 / 36.95 ± 1.82@@54.85,15.10.0@@151000,15.10.0@@151000,15.10.0@@151000,15.10.0@@151000
<a href='https://hf.co/arcee-ai/Trinity-Nano-Preview'>arcee-ai/Trinity-Nano-Preview</a>,📝,3.20@@3.20,6120003328.0,200192.0,131072.0,✓,✗,60.75 ± 9.71 / 76.05 ± 7.53@@60.75,41.94 ± 1.59 / 29.87 ± 2.42@@41.94,3.01 ± 3.08 / 35.82 ± 3.72@@3.01,40.17 ± 6.14 / 29.03 ± 5.12@@40.17,16.10.1.dev0@@161001,16.10.1.dev0@@161001,16.10.1.dev0@@161001,16.10.1.dev0@@161001
<a href='https://hf.co/arcee-ai/AFM-4.5B'>arcee-ai/AFM-4.5B</a>,📝,3.22@@3.22,4619189760.0,128005.0,65536.0,✓,✗,81.17 ± 1.81 / 90.49 ± 0.96@@81.17,37.98 ± 3.00 / 23.39 ± 2.12@@37.98,6.65 ± 2.51 / 47.21 ± 2.68@@6.65,22.26 ± 1.30 / 0.31 ± 0.09@@22.26,16.10.1.dev0@@161001,16.10.1.dev0@@161001,16.10.1.dev0@@161001,16.10.1.dev0@@161001
<a href='https://hf.co/Qwen/Qwen3-0.6B'>Qwen/Qwen3-0.6B</a>,🤔,3.23@@3.23,751632384.0,151936.0,40960.0,✓,✗,70.97 ± 1.68 / 85.19 ± 1.01@@70.97,27.60 ± 2.17 / 18.21 ± 1.57@@27.60,2.06 ± 1.24 / 45.71 ± 1.03@@2.06,49.34 ± 1.19 / 32.86 ± 1.93@@49.34,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202
<a href='https://hf.co/arcee-ai/Trinity-Nano-Base'>arcee-ai/Trinity-Nano-Base</a>,📝,3.26@@3.26,6120003328.0,200192.0,131072.0,✓,✗,71.65 ± 6.32 / 83.67 ± 4.42@@71.65,36.08 ± 2.19 / 22.02 ± 1.84@@36.08,-0.11 ± 0.52 / 33.08 ± 0.20@@-0.11,37.47 ± 5.69 / 20.94 ± 5.91@@37.47,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100
<a href='https://hf.co/arcee-ai/Trinity-Mini-Base'>arcee-ai/Trinity-Mini-Base</a>,📝,3.26@@3.26,26123974400.0,200192.0,131072.0,✓,✗,74.99 ± 8.71 / 85.27 ± 6.00@@74.99,54.70 ± 2.02 / 23.32 ± 1.47@@54.70,-0.03 ± 0.96 / 33.39 ± 0.27@@-0.03,16.81 ± 3.04 / 5.17 ± 1.87@@16.81,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100
<a href='https://hf.co/Qwen/Qwen3-0.6B'>Qwen/Qwen3-0.6B#no-thinking</a>,📝,3.27@@3.27,751632384.0,151936.0,40960.0,✓,✗,68.24 ± 2.47 / 83.11 ± 1.68@@68.24,32.59 ± 2.44 / 16.80 ± 1.90@@32.59,1.10 ± 0.94 / 42.35 ± 4.47@@1.10,45.66 ± 1.85 / 29.78 ± 1.95@@45.66,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
